Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"CT S8 SQ SK SA H8 H9 HJ HK DJ","C9 S7",false,1,"D7:100, DJ:0, DA:100, C7:100, CQ:98, CT:0, HT:98, H9:0, HA:98, H7:100, HQ:95, HJ:3, ST:88, S8:0, SJ:95, C8:80, CJ:70, SA:8, D8:73, SK:33, DK:10, S9:28, CA:28, SQ:0",21416,Right
"C7 S8 S9 ST SK H8 HQ D8 D9 DQ","C8 HT",false,1,"H7:98, HA:98, HQ:0, S7:100, S8:15, SQ:83, DJ:90, DT:93, D9:33, H9:90, HK:88, H8:28, CT:93, C7:33, C9:80, SJ:80, ST:43, DA:85, SA:70, SK:43, CA:48, D7:52, D8:52, CJ:100",22293,Left
"C8 CQ S7 SA H9 HT HA D8 D9 DK","SK DQ",false,1,"S7:0, ST:100, SQ:100, C7:100, C8:0, CA:100, H7:100, H8:100, H9:0",7987,Declarer
"CQ CK S7 S8 H7 H8 HA D9 DQ DK","CT SQ",false,1,"H7:0, HJ:100, HK:100, D7:100, D9:0, DA:100, C7:100, C9:100, CQ:0",7490,Declarer
"CQ S8 SJ H7 H9 HT D7 DT DK DA","CK HJ",true,0,"C7:93, CQ:0, CA:100, S7:98, SA:100, SJ:25, DJ:95, DT:55, D9:95, HQ:85, HT:78, HA:98, H8:93, HK:68, H9:68, SK:75, S8:75, SQ:78, DQ:65, D7:80, D8:63, C8:63, DA:100, C9:0, S9:0, CJ:48, DK:100, ST:0, CT:0, H7:100",26723,Right
"CA SQ SK H8 H9 HT HQ D7 D9 DJ","S9 DQ",false,1,"C7:100, CA:0, C8:100",2992,Right
"C7 C9 CA S8 SA H7 H9 HJ D8 DK","C8 SK",false,1,"C7:0, CQ:100, CK:95, H8:95, H7:0, HT:100, D7:100, DJ:95, D8:0, S9:100, S8:0, SQ:98, S7:95, SJ:73, SA:0",14703,Declarer
"CT CQ S8 SK HT HQ D7 D8 D9 DJ","CJ H7",false,1,"H8:100, HT:0, HA:100, S7:100, SQ:98, S8:0, CK:93, CQ:0, C7:98, HJ:95, HQ:0, H9:100",16400,Right
"C9 S9 ST SK HJ HK D8 D9 DT DJ","CT CK",false,1,"H8:98, H7:100, HJ:0",4386,Left
"C8 CK S7 S9 SA H8 DT DJ DK DA","S8 SJ",false,1,"S7:0, SK:100, SQ:100, H7:100, HQ:98, H8:0, H9:100, SA:0, HA:88, C7:98, CQ:98, C8:0, D7:93, DT:0, D8:100",18091,Declarer
"C8 CK CA SK H8 HQ HK HA D8 DA","H9 HT",false,1,"D8:0, DQ:98, DK:100, S7:100, SK:0, SA:100, ST:100, SQ:98, HA:0, C7:100, C8:0, CQ:90, D7:95, DJ:100, DA:0",18223,Declarer
"C9 CJ CA S8 ST SQ SK H7 HK D9","H9 HQ",false,1,"S7:100, S9:98, S8:0, C7:100, C9:0, CQ:100, H8:100, HT:98, H7:0, D7:98, D9:5, DA:100, HJ:100, HA:65, HK:25, C8:75, CJ:18, D8:100",21789,Left
"CT CJ CK CA S8 S9 ST SK H8 D8","HJ DA",false,1,"S8:0, HA:95, SA:100, S7:100, S9:0, H7:100",8788,Declarer
"C8 CQ S7 S8 ST SQ SK H7 DJ DK","SA DT",false,1,"D7:100, DJ:0, DA:98, S9:98, SJ:100, ST:0, H8:100, H7:0, HK:98, H9:90, HT:80, DK:28, CJ:93, C8:38, CA:70, C7:70, HA:100, CQ:0",24417,Right
"C8 C9 CQ SA HQ HA D7 D8 D9 DQ","DJ DK",false,1,"D7:0, DA:100, CA:100, S9:95, SJ:95, SA:0",9179,Declarer
"C8 CJ S7 SJ SQ H7 H8 HT D7 DK","C9 HA",false,1,"D7:0, DT:100, DA:95, S8:100, S7:0, SK:98, C7:100, CT:95, C8:0, D9:95, DK:0, D8:100",16311,Declarer
"C7 CJ S9 ST SA H8 HK D7 D9 DA","CQ CA",false,1,"DT:95, D9:0, DJ:100, S7:98, SQ:95, ST:0, SJ:98, S9:0, SK:100, D8:93, DK:93, D7:0, HQ:95, H8:0, HJ:83, HA:95, HK:5, HT:68, C8:90, C7:3, CT:60, S8:45, CK:48, SA:0",33198,Right
"C7 C9 CA S9 ST H8 HA D7 D8 DA","H9 DQ",false,1,"S7:100, S8:98, S9:0",5494,Left
"CJ CA S7 S8 S9 SJ SA HT D7 D8","ST DQ",false,1,"H7:100, HA:98, HT:0, H9:95, CA:3, H8:95, SK:93, SJ:5, SQ:95, C9:93, CJ:5, C8:100",16699,Left
"CQ CK S8 S9 SJ H7 HJ HK D7 DA","SQ HA",false,1,"C7:100, C8:95, CQ:0",3998,Left
"C7 C9 CA S8 SK SA H8 HJ D7 DQ","C8 SQ",false,1,"D8:98, DA:95, DQ:0, S7:100, S8:0, H7:100",10206,Left
"CJ CA SA H7 H8 HT HJ D8 DT DA","S8 HK",false,1,"H7:0, HA:100, HQ:100, D7:100, DQ:100, DT:0, S7:98, SA:0, S9:100",10906,Declarer
"C9 CA ST SQ H7 H9 HQ D9 DQ DA","D8 DK",false,1,"H8:100, H7:0, HJ:98, D7:98, DJ:100, D9:0, S7:100, ST:0, S8:100",11303,Right
"C7 C9 CT CJ CQ CK S8 HJ HQ D7","H9 D8",false,1,"S7:100, SA:100, S8:5, H7:98, HJ:3, HT:100",8092,Left
"C9 SK SA H7 HT HJ HK D9 DT DQ","C7 D7",false,1,"H7:0, CA:100, HA:100, S7:100, SK:0, S8:100",7207,Declarer
"C7 CT CJ ST HT HJ HQ HA DK DA","SQ HK",false,1,"S7:100, SA:100, ST:0, D7:98, DK:0, D8:100",7497,Left
"C7 CQ CK SQ SK H9 HJ D9 DQ DK","HK DT",false,1,"C7:0, CA:100, CJ:100, S7:100, S8:100, SQ:0",5592,Declarer
"CT CJ CK SQ SK H7 H8 D8 DT DJ","S7 D9",false,1,"S8:100, SJ:98, SQ:0",2686,Left
"C7 C9 CT S7 S8 SA H9 D9 DK DA","SQ SK",false,1,"C7:0, CK:100, CA:98, H7:100, H9:0, HA:100, D8:100, D7:100, D9:0",6824,Declarer
"C8 CK CA S7 S9 SA H7 HK DT DA","D7 DJ",false,1,"D9:100, DT:0, DK:100, S8:98, ST:100, S9:0, HT:100, H7:0, HJ:93, C9:90, CQ:88, C8:0, DQ:85, DA:0, D8:100",13186,Right
"C7 C8 C9 CK S7 SQ SK HA D7 DT","CT H9",false,1,"H8:100, HQ:100, HA:0",3387,Left
"CJ CA S8 S9 SJ D7 D8 D9 DT DK","CQ SQ",false,1,"D7:0, SA:100, DA:98, C8:98, CJ:0, C7:100",6618,Declarer
"CT CA S7 S8 S9 SK H8 HJ D7 DK","CQ SQ",false,1,"S7:0, SA:98, SJ:100, D8:100, DA:95, DK:0, C7:98, CT:0, C9:100",8805,Declarer
"C8 CJ CK S8 SQ HJ HK HA D7 DA","C7 ST",false,1,"D7:0, DQ:98, DK:98, H7:100, HJ:0, H8:100",6302,Declarer
"C8 CK S8 ST H7 H8 HT HK HA DJ","SA D8",false,1,"S7:100, S8:0, SQ:98, C7:98, C9:100, C8:0, SJ:98, ST:0, S9:95, DT:98, DJ:0, D9:100",10974,Right
"C7 CQ ST SJ H8 HT HJ HK D8 DQ","SQ H7",false,1,"C7:0, CT:100, CA:98, S8:100, ST:0, SA:100, S7:100, SK:93, SJ:0, CJ:95, CQ:5, C8:100",11107,Declarer
"C7 CT CQ S7 S8 S9 H8 H9 D8 DJ","HJ DK",false,1,"H7:100, HA:100, H9:10, D7:100, D8:8, DA:93, C9:95, C8:93, C7:28, ST:90, SK:98, S9:28, CK:88, CQ:23, CJ:58, HT:88, H8:40, HK:50, SQ:60, SJ:68, S8:52, DT:65, D9:73, DJ:0",22308,Left
"C9 CT CQ SJ SK H7 D8 DQ DK DA","SQ DJ",false,1,"H7:0, HA:100, HJ:100, C7:98, CA:100, CQ:0, D7:98, D8:3, S7:100",7984,Declarer
"C7 C8 CT S8 S9 H7 H8 HJ DJ DK","CQ SK",true,0,"CK:100, CA:100, CT:0, S7:98, S8:0, SA:98, ST:90, DA:100, S9:0, SJ:100, DQ:95, DK:0, H9:83, CJ:85, H8:100, HT:0, DT:65, H7:100, HQ:0, D9:65, HJ:100, SQ:0, C9:8, DJ:100, HK:0, D8:55, C8:100, HA:0, D7:0, C7:100",26111,Left
"C8 S8 ST H9 HT HQ HK HA DQ DK","C9 D9",false,1,"S7:100, SK:100, ST:0, H8:100, H9:0, H7:100",6390,Left
"CJ CA S8 ST SK SA H9 HK D7 DT","CK D9",false,1,"D7:0, DA:100, DQ:100, S7:100, SQ:100, ST:0, H7:100, H9:0, HA:98, S9:98, SJ:100, S8:0, C8:98, CJ:0, C7:100",13421,Declarer
"C7 C8 CJ S9 SK SA HQ HA D8 DA","S8 HK",false,1,"H9:100, HQ:0, H8:100",2885,Right
"C7 CJ CQ SJ SA H9 HJ D7 D8 DK","CA HK",false,1,"D7:0, DJ:100, DA:100, H7:98, H9:0, HA:100, H8:100, HT:95, HJ:0",8387,Declarer
"S7 S8 SJ H9 HT HQ HA D9 DJ DK","CA D7",true,0,"S9:100, SA:100, SJ:0, H7:100, H9:0, HK:93, HJ:85, H8:95, HT:15, C7:95, C9:98, DK:25, D8:50, D9:10, DQ:55, C8:55, DA:0, HA:100, CT:0, SK:0, HQ:100, CJ:0, SQ:0, DJ:100, CQ:0, DT:0, S8:100, CK:0, ST:0, S7:100",34716,Left
"C7 C9 CJ CA S9 ST H9 HT HQ DT","CK SJ",true,0,"H7:100, H9:0, HK:100, S7:100, SK:100, ST:10, C8:100, C7:3, CQ:93, CT:90, HA:100, C9:3, D9:68, DA:93, DT:28, DK:95, HQ:35, DQ:43, HJ:78, HT:83, SA:0, S8:78, S9:52, SQ:0, D7:0, D8:0, CA:100, H8:0, CJ:100, DJ:0",27984,Right
"CT CA S7 S8 ST SJ SQ H9 HK DQ","C9 HQ",false,1,"S7:0, HA:100, SA:100, S9:100, S8:0, CK:98, SK:100, SQ:0, DA:100, C7:95, CT:0, CQ:100, H7:100, H8:88, H9:0",18429,Declarer
"C8 CJ CQ S8 S9 ST SJ D7 DT DQ","S7 H9",false,1,"H7:100, CQ:0, HQ:100, D8:100, DJ:98, DT:5, C9:93, C8:8, CK:98, DK:88, D9:65, DQ:13, SK:90, SQ:50, SJ:15, SA:98, HA:35, ST:0, C7:58, CT:63, CJ:0",26967,Right
"CQ CK SQ SK SA H8 HQ HA D7 DJ","CJ HT",false,1,"S7:100, DA:100, SQ:0",3206,Left
"CT CJ CK S8 ST H9 HK D7 DT DA","CA SA",false,1,"D7:0, D8:100, DK:100, H7:100, H9:0, HQ:100, H8:98, HT:95, HK:0",10518,Declarer
"C7 C8 CT CA ST H7 H9 HQ HK D9","CK SQ",true,0,"D9:10, DK:100, DA:100, H8:95, H7:18, HA:98, S8:98, SJ:98, ST:58, D8:90, HK:73, DJ:90, C9:93, SA:83, C8:0, CJ:28, HJ:70, CT:0, CQ:40, SK:70, C7:0, S9:13, S7:60, CA:100, D7:0, DQ:0, HQ:100, HT:0, H9:100, DT:0",44000,Declarer
"C7 CJ CK S9 SQ SK HT HK D8 DK","H8 DJ",false,1,"C7:0, HA:100, CA:100, H7:100, HT:0, HJ:100, D7:98, DT:100, D8:0, C8:100, CJ:0, S7:100",11994,Declarer
"C7 C8 C9 CT CQ CK SK SA D7 DJ","SJ H7",false,1,"S7:100, SK:0, S8:100",3186,Right
"C7 CT CK SQ H9 HJ D7 D9 DT DQ","SA DJ",false,1,"C8:100, C9:100, C7:0, S7:100, SQ:0, S9:100",7596,Left
"C7 CJ CQ S8 SJ H7 H9 HJ D7 DA","ST DJ",false,1,"H8:100, HQ:95, HJ:0, D8:100, D7:0, DK:98, C8:100, CA:98, CQ:0, DQ:95, DA:0, D9:100",11321,Left
"C8 CQ CK S8 SK H7 HQ HK DT DK","C9 S7",false,1,"H7:0, HJ:100, HA:100, D8:98, DT:0, DQ:100, S9:98, SQ:98, S8:0, CT:98, C8:0, CJ:98, SA:93, ST:83, SK:0, D7:90, DJ:80, DK:0",19691,Declarer
"C8 C9 CT CJ S8 H8 DJ DQ DK DA","HQ HA",false,1,"S9:98, SA:100, S8:0, H7:100, H8:0, HK:100, D8:100, D7:100, DJ:0",11301,Left
"C7 C8 S8 SJ SQ H7 HQ D9 DK DA","H9 HK",false,1,"H7:0, HT:100, HA:100, D8:98, D9:0, DQ:100, S7:100, SK:98, SQ:0, C9:95, C8:0, CK:95, CT:95, CA:85, C7:0, H8:80, HQ:0, D7:100",17582,Declarer
"C8 CT CJ CA S7 S8 HJ HA D9 DJ","CK HQ",false,1,"H7:100, HT:100, HJ:0",3411,Left
"C7 CJ S9 SQ SA H8 H9 HK D9 DQ","CK HQ",false,1,"C7:0, C9:100, CA:98, ST:100, S9:0, SK:100, S7:98, SJ:95, SQ:0",10597,Declarer
"CA S8 S9 SA H7 H9 HK D9 DQ DA","SQ DK",false,1,"H7:0, HA:100, HJ:98, D7:100, D8:100, D9:0",6796,Declarer
"C7 C9 S9 SJ SK HT HQ D8 DQ DK","D9 DJ",false,1,"D7:100, D8:0, DT:100, S7:98, S8:100, S9:0",7496,Right
"C7 C9 CK SA HT HK D8 DT DJ DK","CJ HQ",false,1,"H7:98, H9:98, HT:0",3418,Left
"C9 CA S7 H7 HJ D7 D8 DJ DQ DA","C8 SQ",true,0,"C7:98, C9:0, CK:100, H8:100, HK:100, HJ:0, H9:98, H7:0, HA:98, D9:90, DK:93, DQ:0, S8:85, S7:3, SJ:90, ST:88, S9:83, CA:100, CT:75, CQ:0, DA:100, HQ:0, DJ:100, HT:0, SK:0, D8:100, CJ:0, SA:0, D7:100, DT:0",36100,Right
"CT CQ CA SJ SA H8 HQ D7 D9 DQ","C8 CJ",false,1,"S7:100, SK:100, SJ:0, C7:100, CT:0, CK:98, DT:100, DJ:100, D9:0, H9:100, H8:0, HA:80, S9:85, S8:93, SA:0",18995,Left
"CT CK CA S7 S8 SQ SA HT HJ D7","CJ S9",false,1,"C9:100, C8:100, CT:0",4605,Left
"C7 C9 CJ CQ CK SK H7 HJ D7 D8","S7 DT",false,1,"D7:0, HA:100, DA:98, H9:93, H7:0, HK:95, H8:95, HT:78, HJ:0",15988,Declarer
"C8 CT CJ CK CA SQ HJ D9 DK DA","SK HT",false,1,"S7:100, SQ:0, S9:100",3888,Right
"CJ CK ST SJ H9 HT HQ D7 D8 DA","CQ HK",false,1,"S7:100, S8:98, ST:0",4110,Left
"CJ CQ CK SJ SK H9 HT HQ HA DA","H8 DK",false,1,"H7:100, HK:100, HQ:0, S7:100, SJ:0, S8:100",7594,Left
"C7 CQ SK SA H9 HT HQ HA D7 DK","CT D9",false,1,"C7:0, CA:100, CJ:98, H7:100, HK:100, HQ:0, D8:100, D7:0, DT:100, S8:95, S7:95, SK:0",13921,Declarer
"CJ CQ CA H8 HT D8 D9 DJ DK DA","CK HK",false,1,"C7:100, CJ:0, C9:100",3415,Right
"C8 S8 SQ SK SA H8 HJ HA D8 DQ","S7 S9",false,1,"S8:0, ST:95, SJ:100, D7:98, D8:0, DJ:98, H7:98, DA:100, H8:0",11495,Declarer
"C7 CQ CA S7 S9 SJ H7 HJ D9 DA","ST H9",false,1,"H8:100, HA:100, HJ:0, S8:98, S7:0, HK:95, CJ:100, C7:0, CK:93, D8:95, D7:85, D9:0",18796,Left
"C9 CA S8 SQ SK HT HA D8 D9 DT","CJ HQ",false,1,"D8:0, DA:98, DK:100, C7:100, CQ:100, C9:0, D7:100, D9:0, DJ:93, H7:95, H8:100, HT:0",15097,Declarer
"CA S7 S8 SA HJ HQ D7 D8 DQ DK","CK HT",false,1,"S7:0, SK:100, S9:95, D9:95, DA:100, DK:0, H8:95, HJ:0, H7:100",11496,Declarer
"C7 CT S9 SA H7 H8 HT HJ HK D9","D8 DK",true,0,"SJ:90, S9:0, SK:100, D7:98, DQ:80, D9:0, H9:98, H8:0, HA:98, C8:98, CA:80, CT:5, DT:83, SA:100, DJ:85, HQ:68, SQ:63, HJ:100, C9:43, CK:0, C7:100, CJ:0, HK:100, ST:0, CQ:0, HT:100, S8:0, DA:0, H7:100, S7:0",38723,Right
"C9 CQ CA S7 ST SJ SK SA HQ DT","HK DQ",false,1,"C7:100, C9:0, CK:100, C8:100, DK:100, CQ:0",7893,Right
"CT S8 S9 ST SQ H9 HT HQ D9 DT","C9 D8",false,1,"H7:100, H9:0, HK:100, C7:100, C8:100, CT:0",10584,Right
"CA S7 S8 ST SJ H7 H8 HT HJ D8","HK DQ",false,1,"C7:100, CA:0, CJ:100",3821,Right
"C7 C8 C9 SK H8 HT HA DT DJ DQ","CT CA",false,1,"H7:100, HK:98, HT:0, D7:98, DT:0, D8:100",11174,Left
"CQ S7 S8 SJ SA H7 H8 HA D9 DT","H9 DA",false,1,"C7:100, CQ:0, C8:100",5604,Right
"CJ CA S7 S8 S9 SJ H8 HT D7 D8","C8 HA",false,1,"C7:100, CJ:0, C9:100",4907,Right
"C9 S8 S9 SJ SK SA HQ HA D9 DT","CQ D7",false,1,"S8:0, SQ:98, S7:100, D8:100, DA:100, DT:0, C7:100, C9:0, CJ:98, CT:90, CA:93, D9:3, H9:88, HQ:3, H8:100",20313,Declarer
"CQ SJ SA H8 H9 HQ D8 DT DJ DA","S9 D9",true,0,"D8:0, D7:100, DK:95, S7:100, SJ:0, SK:98, C7:98, CA:98, CQ:0, CK:80, SA:13, CJ:98, DQ:90, DJ:38, SQ:83, HT:70, H9:15, HA:95, H7:83, HJ:23, H8:0, S8:0, DA:83, CT:0, ST:0, DT:100, C9:0, HK:0, HQ:100, C8:0",31099,Declarer
"C8 C9 CA S8 S9 SK H7 HJ DJ DA","CQ D7",false,1,"D8:98, DJ:0, D9:100",6494,Right
"C7 CJ CQ CK CA S9 SA H8 HK D9","HJ D8",false,1,"D7:100, D9:0, DA:100, H7:100, HT:98, H8:0, S8:98, S9:0, S7:100",13193,Right
"C7 CT CJ S9 SA H9 HT D7 D9 DA","S7 H7",false,1,"C8:100, HA:100, C7:0, S8:100, SK:95, S9:0, ST:100, SA:0, C9:100",12491,Left
"C9 CT CQ CA S7 S8 H7 HJ HK DK","ST HQ",false,1,"D7:100, DK:0, D8:100",3811,Right
"C8 CA SJ SA HJ HQ HK HA D7 DT","C9 CK",false,1,"D8:100, DA:100, DT:0, S7:100, SJ:0, S9:100",9180,Left
"C9 CT CJ CQ S7 S9 SQ SK H8 D9","DJ DA",false,1,"H7:100, HK:98, H8:5, D7:95, D9:0, DT:100, S8:100, SA:100, SK:5, C8:100, C9:10, CA:100, ST:100, DK:93, S9:23, SJ:98, DQ:73, S7:48, HQ:88, HJ:60, CQ:55, D8:70, CK:83, SQ:100, C7:100, HT:100, CT:0",28324,Left
"CT CJ SA H7 H9 HJ HQ DT DQ DK","SK D7",false,1,"S7:100, SJ:100, SA:0",3693,Left
"C7 CT CJ CQ SJ H7 HQ HA D8 DA","C9 H9",false,1,"C7:0, CA:98, CK:98, S7:100, SQ:98, SJ:0, C8:100, CT:0, D7:100",11791,Declarer
"C7 C8 C9 CT CA S7 H7 HA DK DA","S8 DJ",false,1,"H7:0, HQ:100, HK:93, DT:98, DK:0, D7:100",6094,Declarer
"C8 C9 CK S7 SK H7 H9 D7 DT DJ","SQ D8",false,1,"H7:3, HA:95, HQ:98, D9:98, DK:100, DJ:0, C7:100, C8:3, CA:95, CT:85, CJ:90, C9:0, HT:85, H9:0, HK:70, SA:45, SJ:55, SK:35, CQ:55, DQ:58, CK:0",25007,Declarer
"C7 C9 CT CQ CK S7 SQ H9 HK D8","SA H7",false,1,"H8:100, HJ:93, H9:5, C8:98, C7:3, CA:98, D7:93, DT:95, D8:3, CJ:93, CT:0, SK:88, S8:80, S7:5, ST:83, HQ:78, HA:20, HK:33, S9:20, SQ:23, D9:100",22786,Left
"ST SK SA H7 H8 HQ D7 D9 DT DK","S9 D8",false,1,"D7:0, DQ:98, DA:98, HT:100, H8:0, HA:100, SJ:100, SQ:98, ST:0, C9:98, SA:0, CA:73, H9:85, HK:78, HQ:3, S7:65, SK:0, C7:100",19310,Declarer
"C8 CT CA S7 SQ SK H7 H8 D9 DK","CJ DJ",false,1,"S7:0, SA:100, DA:98, C7:100, CQ:100, CT:0, D7:100, D9:0, S8:100",11106,Declarer
"C7 CT CK SK H8 HT HJ HA D7 DA","SJ DQ",false,1,"S7:100, SK:0, S9:100",3389,Right
"C8 C9 CQ CA S7 S8 H9 HQ DJ DQ","CK SJ",false,1,"C7:100, C8:0, CT:100, D8:100, DK:98, DQ:0, H8:100, H9:0, H7:100",11812,Right
"C9 CT CQ CK S8 SQ SA H7 HT DK","S7 D7",false,1,"S9:100, S8:0, SK:100, C7:100, CJ:98, CT:0, H8:100, H7:0, HK:100, SJ:98, ST:88, SQ:0",12087,Right
"CT CQ CK S9 ST SJ SQ SA HA D8","H8 DQ",false,1,"D8:0, DA:98, D9:100, D7:98, CA:100, HA:3, C9:100, C8:100, CT:0",8397,Declarer
"CT S7 SK H9 HT HK D9 DT DQ DA","ST H7",false,1,"S8:98, S7:0, S9:100, C7:100, CA:93, CT:3, HA:98, HK:0, HQ:100, D8:93, D9:0, D7:100",10697,Right
"C7 C8 CT CJ S8 S9 SK H7 H9 HA","HJ D7",true,0,"C7:5, CQ:100, CA:100, H8:100, H7:3, HK:95, D8:100, DJ:98, SK:23, HT:88, H9:13, HQ:68, ST:60, SQ:73, S9:15, CK:73, CJ:23, C9:0, S7:80, S8:28, SA:0, D9:0, DA:0, HA:100, DT:0, CT:100, DQ:0, SJ:0, DK:0, C8:100",28999,Declarer
"C9 CA S9 SQ H7 HK D7 D9 DQ DA","C7 CK",false,1,"H7:0, HQ:100, HA:100, D8:100, D7:0, DK:100, H8:98, HT:98, HK:0",7527,Declarer
"C9 CT CK ST SK H8 HT HA D9 DA","S8 H7",false,1,"CJ:98, CT:0, CQ:95, S7:100, SA:98, SK:0, D7:95, D9:0, C8:100",10498,Right
"CT CK S7 SK HT HQ HA D9 DT DQ","SJ D8",false,1,"S8:100, S7:0, SQ:100, D7:100, DK:100, DQ:0, H9:100, HT:0, H7:100",8385,Right
"C8 C9 CJ S7 SJ HT HA D8 DJ DQ","CK S9",false,1,"D7:98, DA:100, DQ:0, C7:98, C8:0, CA:98, SQ:98, SA:95, SJ:3, S8:100, S7:0, HK:98, ST:95, HA:10, DK:78, CQ:98, CJ:25, CT:58, D9:85, D8:30, DT:55, H8:73, H7:88, HT:0",26528,Left
"C9 CJ S7 SJ H9 HJ HQ DT DQ DK","S8 D9",false,1,"H7:98, H9:0, HA:100, D7:95, DJ:98, DT:0, S9:98, S7:0, SK:100, H8:100, HT:95, HJ:0",13371,Right
"CT CA S7 S8 S9 H9 HK D7 DT DK","SA D9",false,1,"D8:100, DA:100, DK:0, H7:100, H9:0, HA:100, ST:98, SQ:98, S9:0, C8:100, CT:0, C7:100",13094,Left
"C8 C9 CJ SK H9 HK D7 D8 D9 DQ","CA DT",false,1,"C7:100, C8:0, S9:100",3599,Right
"C7 C8 C9 CQ S7 SK H9 D8 DJ DA","D9 DQ",false,1,"H7:100, H9:0, HA:98, S9:100, SQ:98, S7:0, CJ:100, C9:0, CA:98, DT:95, DK:100, DJ:5, S8:90, SK:5, SJ:100",20304,Right
