Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"CT S8 S9 SJ H9 HQ D7 DQ DK DA","HJ HA",false,1,"S7:100, S8:0, SA:98, C7:95, CQ:100, CT:0, H7:100, H9:3, H8:100",10503,Right
"C7 C8 CJ CQ S9 ST H9 HK D7 D8","DT DK",false,1,"S8:100, S7:98, S9:0",5172,Left
"C7 CT CJ CK S8 SJ SK HJ D7 DT","ST HQ",false,1,"S7:100, S8:0, SQ:98, H7:100, HT:100, HJ:0",7017,Right
"C7 C9 S7 S9 SQ SK H9 D7 D8 DJ","CK H8",true,0,"HT:88, H9:83, HQ:100, H7:98, HA:88, SK:80, C8:85, C7:90, CA:95, CT:95, CQ:60, C9:93, DT:68, D8:90, DK:88, D9:80, DA:43, DJ:95, ST:68, S9:93, SA:75, S8:60, SJ:35, S7:100, DQ:0, D7:100, CJ:0, HK:0, SQ:100, HJ:0",43702,Right
"C7 CK CA S7 S8 H7 H8 HA D7 DA","CQ SJ",false,1,"C8:98, CT:100, C7:0, H9:100, H8:0, HK:98, D8:98, DJ:98, D7:0, ST:98, S8:0, SA:95, S9:90, SK:85, S7:0, D9:78, DA:0, DQ:100",17903,Left
"CT CJ S9 SQ HK D7 DT DQ DK DA","CA H8",false,1,"S7:100, S9:0, S8:100",3172,Right
"C9 CJ S7 SQ SK SA H7 HT HQ HA","SJ DA",false,1,"H7:0, HK:100, HJ:100, D7:98, DQ:100, HA:0, C7:85, C9:0, CA:80, H8:93, CQ:98, HT:0",11505,Declarer
"C7 C8 CK S7 SQ H8 HJ HA DT DQ","CQ HT",false,1,"S8:100, S7:0, SA:100, D7:98, DA:100, DQ:0, D8:100, DT:0, D9:100",9615,Right
"C8 C9 CQ S8 ST SA H7 HQ HA DK","SQ D8",false,1,"D7:100, DA:100, DK:0, C7:100, C8:0, CA:93, D9:98, DQ:98, HA:0, H8:100, H7:0, HK:88, CJ:83, CK:98, CQ:3, HT:98, HQ:0, H9:100",17689,Left
"CK S8 H8 H9 HT HJ HA D7 D9 DJ","C9 SQ",false,1,"H7:100, H8:0, HK:100, C7:98, C8:100, CK:0",8494,Right
"C7 C8 S9 SQ SA H8 H9 HT DQ DK","CJ DA",false,1,"H7:100, H8:0, HA:98, S7:100, SK:100, SQ:0, S8:100, S9:0, SJ:90, HQ:95, HJ:95, HT:0, CA:90, CT:90, C8:3, D7:90, DJ:93, DQ:0",17616,Right
"C8 CK S7 S9 SJ SQ HK D7 DJ DA","H7 HJ",false,1,"H8:98, HA:98, HK:0, C7:100, C8:0, CA:95, DT:98, DK:93, DJ:0, ST:95, S9:0, SA:93, H9:90, HT:80, CK:68, D8:75, D7:75, SK:38, D9:100, DA:0, C9:100",24676,Left
"C7 CQ CK ST SJ H7 H9 HJ HK DK","C9 SQ",false,1,"H7:0, HT:100, HA:100, C8:100, C7:0, CA:100, S7:100, SA:100, SJ:0, H8:100, H9:0, D8:100",13412,Declarer
"C8 C9 S7 SQ HK D7 D8 D9 DJ DA","H8 HT",true,0,"C7:98, CQ:100, C9:3, S8:100, S7:0, SA:98, H9:100, HA:95, HK:10, H7:93, SQ:100, HQ:23, CK:23, CJ:58, C8:100, S9:13, CA:95, DA:100, ST:0, DK:0, DJ:100, SJ:0, HJ:0, D9:100, DQ:0, DT:0, D8:100, SK:0, CT:0, D7:100",34292,Left
"C9 CT CK S7 S8 SQ SK HT D9 DQ","CQ HJ",false,1,"D7:95, D9:0, DA:98, C7:93, C8:100, C9:0",7325,Right
"C7 C8 CT CJ S9 SA H8 HQ HA D7","CQ DJ",false,1,"D7:0, DA:100, DK:100, S7:98, SK:98, S9:0, CK:100, CJ:0, C9:100, H7:100, H8:0, HK:100, HT:95, HJ:98, HQ:0",16979,Declarer
"C8 CK CA ST SA H8 H9 HK D7 DQ","CQ SQ",false,1,"D7:0, DA:98, DK:100, C7:100, CT:100, C8:0, S7:100, ST:0, SK:100, CJ:90, C9:98, CK:0",13487,Declarer
"C9 CQ S8 S9 SJ SQ HK D7 D9 DT","CT HQ",false,1,"C7:100, C9:0, CA:100, H7:100, HJ:95, HK:0",5621,Right
"CJ CA S7 S9 SJ H7 H8 H9 D9 DA","SQ HK",false,1,"C7:100, CQ:100, CJ:0, D8:95, D9:0, DQ:100, S8:98, ST:95, S9:0, C8:90, CA:0, CT:100",11192,Left
"C7 CA ST H9 HT HQ D7 DQ DK DA","CK HK",false,1,"C8:100, CQ:100, C7:0, S7:100, ST:0, SK:100, H8:100, H7:100, H9:0",8085,Left
"C7 C8 C9 SK SA H9 HA DT DQ DK","CA D8",false,1,"S7:100, SK:0, S8:100",2728,Right
"CJ CK S9 SJ SK H7 H8 HK D7 DK","CQ D9",false,1,"D7:0, DA:95, DQ:98, C7:100, CT:100, CJ:0",5701,Declarer
"C7 C9 CJ S7 H7 H9 HK DT DK DA","D7 DQ",false,1,"H8:100, HJ:98, H9:0, S8:98, S7:0, SQ:100, C8:93, CK:100, CJ:0, HT:93, H7:0, HA:98, CT:93, SA:90, C9:8, DJ:90, D9:78, DT:3, CQ:88, SK:60, C7:5, HQ:52, SJ:55, HK:0",25895,Left
"CJ CA S8 S9 SA H9 HA D8 D9 DK","C9 DJ",false,1,"S7:100, S8:0, SJ:100, H7:100, H8:100, H9:0",7600,Right
"C9 CT CJ S7 S9 SJ SK HT DJ DA","CQ D8",false,1,"S7:0, ST:100, SA:100, C7:100, C9:0, CA:100, D7:100, DQ:100, DJ:0, D9:100, DA:0, DT:100",14300,Declarer
"C8 C9 S8 S9 ST SA H8 HJ HK D9","HA DJ",false,1,"S8:5, SK:100, SQ:95, C7:100, CA:95, C9:0, S7:100, S9:13, SJ:100, CK:100, CQ:88, C8:8, DQ:100, DT:75, D9:40, H9:90, HT:78, H8:65, D8:73, HK:85, DK:70, H7:65, DA:100, HJ:0",27583,Declarer
"C9 CT CQ CK ST SJ SK H9 D7 DT","S7 HA",false,1,"D7:0, DQ:100, DA:100, H7:98, H9:0, HK:100, C7:98, CJ:95, CT:0, S9:95, ST:0, S8:100",13695,Declarer
"C8 C9 CQ S9 SA H8 HT D8 DT DJ","S7 DQ",false,1,"D7:100, D8:0, DK:98, H7:100, HK:100, HT:3, C7:98, C8:3, CA:93, ST:95, S8:95, S9:0, HQ:90, HJ:88, H8:0, HA:93, H9:52, SA:40, D9:68, DA:45, DJ:85, CT:73, C9:68, SK:35, CJ:100, CQ:0, SJ:100",28403,Right
"CT CK S7 SJ SK SA H8 H9 DT DJ","CQ D7",false,1,"C7:100, CJ:100, CT:0, S8:100, S7:0, ST:100, H7:100, HJ:95, H9:0, C8:93, CK:0, C9:100",14098,Left
"C9 CQ CA ST SJ SA HT HQ D9 DA","HK DK",false,1,"S7:100, SK:100, SJ:0, C7:100, C9:0, CK:98, S9:100, S8:98, ST:0",10797,Left
"C7 CJ CQ SJ H7 HJ HK D9 DT DA","S9 D8",false,1,"C7:0, CA:100, CT:98, D7:98, DQ:100, DT:0, S7:98, SJ:0, ST:100",12015,Declarer
"C7 C8 CQ S8 H9 HJ HQ HK HA D9","SQ D7",false,1,"DT:100, DQ:100, D9:0, D8:100, HA:0, DK:100, HT:100, H8:100, H9:10, ST:98, S9:98, S8:10, CA:88, CT:80, CQ:20, SK:95, S7:65, HK:25, H7:100, DA:100, HJ:0",24596,Left
"CK CA S8 S9 ST H7 H9 D8 D9 DT","SA DA",false,1,"H7:0, HQ:100, HA:98, D7:100, D8:0, DK:100, C7:100, CJ:88, CK:0",10586,Declarer
"C8 CQ S7 H7 H9 HJ HQ D7 D8 DT","HK DK",false,1,"H8:100, H7:18, HA:95, C7:100, CJ:95, C8:20, DJ:95, DT:30, DA:88, D9:98, DQ:90, D8:30, C9:90, CQ:38, CT:100",20404,Right
"CK CA S8 S9 SQ SA H8 HT DT DK","C8 DA",false,1,"H8:0, HA:100, H9:98, S7:98, SJ:93, S9:0, H7:98, HT:0, HK:100, D7:88, D9:98, DT:0",13098,Declarer
"C7 C9 CJ ST H7 H8 HT HQ D9 DT","C8 HK",true,0,"D8:90, D9:15, DA:100, CT:100, CQ:83, CJ:8, H9:90, H8:10, CA:98, HJ:43, HT:8, DJ:100, SJ:50, ST:43, SK:95, D7:88, DK:0, DT:100, DQ:0, HQ:100, S9:60, SQ:0, C9:100, S8:25, SA:0, C7:100, S7:23, HA:0, H7:100, CK:0",41507,Right
"CJ CA S8 SK SA H8 HJ HA D7 DK","CQ HK",false,1,"D7:0, DA:100, DJ:100, H7:98, HT:100, H8:0, C7:100, CJ:0, C9:100",9003,Declarer
"CQ CA ST SQ H9 HT HK HA D7 DJ","CJ DA",false,1,"S7:100, SA:100, SQ:0, H7:100, H9:0, HQ:98, C8:95, C7:100, CQ:0",10890,Left
"CT CQ SA H7 H9 HT HJ D9 DJ DA","CJ S9",false,1,"S7:100, SQ:100, SA:0",3294,Left
"CJ CK CA S8 H9 HK D8 DT DJ DK","H7 DA",false,1,"S8:0, SA:100, SK:100, D7:98, HA:100, D8:0",7320,Declarer
"C9 CT CJ CA ST SJ HJ DT DK DA","SK HT",false,1,"C9:0, CK:100, CQ:98, C8:95, C7:100, CT:0",8284,Declarer
"C7 CT CJ CQ CK SA HJ HQ D8 D9","S7 H8",false,1,"D7:100, DJ:95, D9:0, C8:100, C7:0, DA:98, S8:100, SA:0, S9:100",11291,Left
"C8 C9 CQ CA S7 S8 H7 HJ D8 DA","CT D7",false,1,"H7:0, HA:95, HT:100, DQ:95, DK:100, D8:0, H8:100, HJ:0, H9:100",14021,Declarer
"C7 CA S8 S9 SK H7 HT HJ D8 DT","S7 HK",false,1,"C8:100, CQ:100, C7:0, H9:95, H7:0, H8:95, C9:95, CA:0, CT:100",10884,Left
"C8 C9 CJ CK H7 H9 HT HQ HA DQ","CA HK",false,1,"C7:98, CQ:98, CJ:10, D7:100, DQ:13, D9:100",13703,Left
"CQ S8 SK SA HJ HA D7 D8 DJ DQ","CT DK",false,1,"D7:0, DT:100, DA:100, S7:100, S8:0, SQ:95, D9:95, CA:90, D8:0, H7:85, H9:98, HJ:0",13999,Declarer
"CK CA ST SQ SA H9 HK D9 DJ DQ","S9 DT",false,1,"H7:100, HQ:100, H9:0, C7:100, CK:0, C8:100",6786,Left
"C7 C9 CJ CK S8 SK H8 HT DT DA","SJ H9",false,1,"C7:0, CQ:98, CA:100, D8:100, DT:0, D7:100",7922,Declarer
"CA S8 ST SJ SQ H9 DT DJ DQ DK","C7 CK",false,1,"S8:0, SA:98, S9:100, D8:98, DA:100, DK:0, D7:100, DT:0, D9:100",9912,Declarer
"C8 C9 CA S9 SJ SQ H7 HA DJ DK","SA DA",false,1,"S8:98, S9:0, S7:100",3690,Right
"C9 CT S8 SJ SA H9 HJ HK D7 DK","D9 DJ",false,1,"D7:0, DA:98, DT:100, SK:95, SQ:100, SJ:0, HQ:100, HT:100, HJ:0, D8:93, HA:100, DK:0",15277,Declarer
"C9 CT H7 HJ HK D7 D8 DJ DK DA","C7 HT",false,1,"H8:100, H7:8, SA:95, C8:100, C9:0, CA:95, D9:98, DQ:100, DJ:0, S8:100, HK:8, S7:70, H9:100, HJ:0, S9:100",21796,Right
"C7 C9 S9 SJ SA H7 H9 HK D9 DK","CQ DJ",false,1,"H7:0, HA:98, HQ:98, HT:100, HJ:98, H9:0, S7:100, S9:0, SK:90, D8:98, D7:98, D9:0",16023,Declarer
"C8 CT CK H8 HA D7 D8 D9 DT DA","DJ DK",false,1,"H9:100, HK:100, H8:0, H7:98, HA:0, HT:100",8279,Left
"C8 C9 CJ S7 S8 SA H7 H8 H9 DK","ST HT",false,1,"D7:100, DK:0, D8:100",2906,Right
"C9 CJ CA S7 SK SA H9 HT D7 D9","CQ DK",false,1,"S7:0, SQ:100, ST:100, S8:98, S9:100, SK:0",6207,Declarer
"C9 CK S8 S9 SK SA D8 DJ DK DA","SJ HQ",false,1,"D7:100, DQ:100, DJ:0, S7:98, S8:3, SQ:98, C7:95, CA:100, CK:30, D9:95, D8:38, CQ:100, H7:100, DA:28, HA:85, C8:93, CJ:90, C9:0, DT:100, DK:0, H9:100",21283,Left
"C7 CK S8 SK H7 H9 HT HA D7 DK","DJ DA",false,1,"D8:100, D7:0, DQ:100, D9:98, DT:100, DK:0",5720,Right
"C7 CJ CA S9 ST H9 HQ HA DT DQ","SJ DK",false,1,"C7:0, C8:95, CK:100, H7:100, H9:0, HJ:100, S7:98, DA:100, S9:0",7302,Declarer
"CT CQ CK S8 S9 H7 HK D7 D8 D9","SQ HT",false,1,"C7:98, CT:0, CA:100, S7:100, SA:98, S9:0, H9:100, H7:0, HA:95, H8:95, HQ:93, HK:0",10074,Right
"S7 SK H8 H9 HQ HA DT DJ DQ DA","C9 D8",false,1,"C7:100, HA:0, CA:100, HJ:95, HT:100, H9:0, S9:93, SQ:100, S7:0, S8:100, SK:0, SJ:100",12519,Right
"C8 C9 CQ S8 ST H8 HJ HA DT DK","SJ HT",false,1,"S7:100, SA:88, ST:0, H7:95, H8:0, H9:100, D7:100, D9:88, DT:0",8511,Left
"C9 CJ CQ SK HT HQ HA D8 DT DA","S7 H9",false,1,"D7:100, D8:0, DQ:98, H8:98, HK:98, HQ:0, H7:98, HT:0, S8:100",7778,Right
"C7 CT CJ CK S9 SJ SQ HK DQ DA","S8 D9",false,1,"C7:0, SA:100, CA:100, H7:100, HK:0, HA:100, D7:100, DK:100, DQ:0, C8:100, CT:0, S7:100",10607,Declarer
"C7 CK S9 H7 H8 H9 HK HA D8 DJ","CQ HT",false,1,"S8:100, SK:100, S9:3, D7:100, D8:0, DK:93, D9:95, DA:93, DJ:10, HQ:95, H9:15, HJ:95, C8:100, C7:13, CA:88, CT:65, C9:88, CK:0",21099,Left
"C8 C9 CK CA S9 HT HJ HQ HK HA","SJ D8",false,1,"S7:100, S9:0, SA:100, C7:100, CJ:98, C9:0, H9:98, HT:0, H7:100",11300,Right
"CQ S9 SK SA H7 H8 HJ HQ D9 DK","D8 DA",false,1,"S8:100, SQ:100, S9:0, C7:100, CQ:0, C9:100",9586,Left
"S7 ST SQ SK SA H8 H9 HJ HQ HK","CK D7",false,1,"H8:25, H7:100, HA:100, S8:100, S7:45, SJ:100, C8:98, CT:90, SA:18, DT:83, SK:18, DK:100, S9:100, CA:100, ST:0",22697,Declarer
"C8 C9 CJ CQ S7 SQ H7 HK D9 DQ","SA D7",false,1,"C7:100, C8:0, CK:100, H8:100, H9:95, H7:0, DT:95, D9:0, DK:98, D8:90, DJ:90, DQ:0",15514,Right
"C7 C9 CQ SK H7 HK D7 D8 DQ DK","S7 HQ",false,1,"S8:98, SK:0, S9:100",4885,Right
"C8 CJ CA S8 S9 SK H9 HT HQ D9","C7 DT",false,1,"HJ:100, HK:98, HQ:0, H7:98, H9:0, HA:95, S7:100, DA:100, S8:0",8895,Left
"CJ CK S9 ST SJ SQ HK HA DK DA","C7 C8",false,1,"S9:0, S7:100, S8:100",3134,Declarer
"C7 CT CJ CQ CK ST SJ H8 HT DA","H7 DQ",false,1,"C7:0, C9:100, CA:95, C8:95, CT:0, S7:100",5597,Declarer
"C9 S8 ST SQ SK SA H7 H8 HK DT","CT SJ",false,1,"C7:100, C9:0, CJ:98, D7:98, DA:95, DT:8, DJ:98, HK:8, DK:100, S9:100, HA:75, S8:0, S7:100, CA:100, ST:0",14670,Right
"C7 CJ CK SA H7 H9 HJ HK DT DK","C9 S9",false,1,"S7:100, SQ:98, SA:0",3927,Left
"C8 CA ST SK SA HJ HQ HK DQ DK","H7 D8",false,1,"D7:100, DQ:0, DA:100, S7:100, SJ:98, ST:0, S9:98, SK:0, S8:100",7786,Right
"C7 C8 C9 CQ S8 ST SQ H9 HT HQ","S9 DA",true,0,"H7:100, HA:90, HQ:5, DT:93, SQ:8, DK:100, H8:93, HK:5, HT:43, D7:5, ST:73, DQ:98, CT:85, CJ:8, C9:98, HJ:5, H9:93, D9:83, SJ:10, S8:100, SK:85, S7:78, SA:0, CQ:100, DJ:0, C8:100, D8:0, CA:0, C7:100, CK:0",35182,Left
"C9 CQ CA HJ HQ HA D8 DT DQ DA","S9 SQ",false,1,"S7:98, SK:100, DA:0, H7:100, HJ:0, HT:100",7614,Left
"C8 CK SJ H7 H8 H9 HK DJ DQ DK","CT SA",false,1,"C7:100, C8:0, CQ:100, D9:100, DA:100, DK:0, S8:100, SJ:0, S7:100",8407,Right
"CQ CK S9 ST H8 HJ HQ HA D7 DA","CA HT",false,1,"S8:100, S7:100, S9:0",2905,Left
"C8 C9 CQ CK ST HQ D7 D9 DT DJ","H9 DQ",false,1,"D7:0, DK:100, DA:100, H8:100, HQ:0, HK:100, H7:100, HA:95, ST:8, S8:98, DJ:10, SA:88, CT:78, CA:100, CK:18, D8:100, D9:20, C7:100",17093,Declarer
"C8 CJ CQ CA H8 H9 HK D9 DJ DQ","H7 DT",false,1,"D7:100, DA:100, DQ:0, C7:98, C8:0, CT:98, HT:98, HQ:100, H9:0, DK:98, DJ:0, D8:98, C9:90, CJ:13, S8:100",13796,Left
"C7 CJ S7 S8 ST SA H9 D7 DT DJ","SJ H7",true,0,"S7:15, S9:98, SK:98, CK:95, CJ:30, CQ:100, H8:90, H9:23, HT:95, C8:93, CA:65, C7:63, DQ:85, DJ:75, DK:85, D8:83, DA:58, DT:100, HJ:63, SA:100, HA:0, D9:0, SQ:28, D7:100, C9:0, HK:35, ST:100, CT:0, HQ:0, S8:100",38000,Declarer
"C7 CJ CK S7 S8 SJ HK HA D8 DK","SA HQ",false,1,"D7:100, D8:0, DA:100, H8:100, HT:100, HK:0",7683,Right
"C7 C8 C9 CJ CA SQ SK H9 HK DA","DJ DQ",false,1,"C7:0, CK:100, HA:100, CT:100, DK:98, C9:0, H7:95, HJ:98, H9:0, D7:93, DA:0, H8:100",15999,Declarer
"CT CA S8 SK H8 HJ D7 D8 DT DK","DQ DA",false,1,"D9:98, D8:0, SA:100, DJ:100, DT:0, CK:100, SJ:85, S8:0, SQ:98, H7:90, HT:70, H8:0, C7:73, CT:0, C8:100",20910,Right
"C7 C9 CA S7 SK H8 HJ HA DJ DK","CQ HK",false,1,"C7:0, CJ:100, CK:100, H7:100, H8:0, H9:98, S8:98, ST:98, S7:0, S9:100, SK:0, SJ:100",14409,Declarer
"S7 S8 SJ SA H7 D8 DT DJ DK DA","C7 D7",true,0,"H7:13, HA:100, HQ:100, SQ:88, ST:98, SJ:8, D9:78, CQ:98, D8:0, DQ:25, CJ:100, DJ:0, CK:20, CT:83, DA:0, H9:40, HT:85, DK:80, C8:8, DT:100, CA:0, HJ:0, H8:0, SA:100, HK:0, S9:0, S8:100, SK:0, C9:0, S7:100",41001,Declarer
"C7 C9 CQ S7 S9 SJ SA HK D9 DK","CA HA",false,1,"H7:100, HQ:98, HK:0",3576,Left
"S7 S9 SQ HT HQ HA D8 DT DJ DA","SA HK",false,1,"D7:100, DK:100, DJ:0, C7:98, HA:5, CK:93, S8:88, SJ:100, S9:3, ST:95, S7:23, CQ:95, SK:85, SQ:5, DQ:100, H8:80, HT:13, H7:100",23309,Left
"CA S7 S8 ST SA HT HQ HK D9 DJ","HJ DT",false,1,"D7:100, DQ:100, DJ:0, C7:100, CA:0, C8:100",6919,Left
"C8 CJ CQ SJ SQ H8 HT HQ D8 DA","S7 SK",false,1,"C8:0, CA:100, CK:100, S9:100, S8:98, SJ:0",7392,Declarer
"C7 CT CJ S7 S8 ST SJ HT HA D8","C9 H9",true,0,"S7:0, SK:98, SA:100, C8:100, C7:0, CA:100, H7:98, HK:98, HT:3, S9:100, S8:3, SQ:98, D9:88, DA:78, D8:0, D7:85, HA:52, DQ:75, H8:65, HQ:5, CJ:83, CQ:13, CT:100, CK:0, DT:0, DK:0, SJ:100, HJ:0, ST:100, DJ:0",36694,Declarer
"C9 CT CQ SQ SA H7 HQ D7 D8 DK","CK S7",false,1,"HT:100, H7:0, HJ:100, C8:100, CA:98, CQ:0, DT:90, D8:0, D9:98, DJ:98, D7:0, DA:95, H8:95, HA:88, HQ:0, SJ:93, SQ:0, S8:100",22785,Right
"C9 CT CK S8 ST SQ SK H7 D8 D9","SA H8",false,1,"C8:98, CA:100, CK:5, D7:100, D8:5, DA:88, DT:98, DK:100, D9:15, HJ:100, H7:13, HT:90, S9:98, S8:28, HA:83, S7:100, ST:0, H9:100",23394,Left
"C9 CK S8 S9 SJ SQ SA DJ DQ DA","H8 HJ",false,1,"D7:100, DJ:0, D9:100",4004,Right
"C9 CQ S9 SA H7 H8 HK DQ DK DA","CA H9",false,1,"C8:100, C9:0, CJ:100, C7:100, CK:100, CQ:0, D7:100, DQ:0, D8:100",10506,Right
"C9 CT CJ CQ SK H7 HA D7 D9 DQ","CA H9",false,1,"H7:0, HJ:98, HK:98, C8:100, C9:0, C7:100",6915,Declarer
"C7 C8 CT CJ CQ SJ SQ SA HA DT","H7 HK",false,1,"D8:98, DT:0, DK:100, D7:98, DA:93, HA:0, S8:95, SJ:0, S7:100",10899,Right
"CJ CQ ST H8 HK HA D8 D9 DJ DA","HQ D7",false,1,"D8:0, SA:100, DK:100, H7:95, H8:0, HT:95, H9:100, HJ:85, HK:0",11797,Declarer
"C7 CT CJ CQ CK SK HQ DT DJ DQ","H7 HK",false,1,"HJ:100, HQ:0, H8:100",3679,Right
"CJ CA SJ SQ SA H7 H9 D8 DT DA","S8 D7",false,1,"H7:0, HA:93, HK:100, S7:98, CK:100, SJ:0",7408,Declarer
"C7 C8 S7 S9 SJ SK H9 D7 DQ DA","HT HQ",false,1,"S8:98, SQ:100, SJ:3, H7:100, H9:0, HA:98, D9:95, DT:98, D7:5, CJ:95, C8:8, CQ:100, C9:85, CA:93, C7:13, CK:85, DA:33, CT:83, D8:75, DQ:30, DJ:100",23620,Left
"CT CQ S7 S9 SJ SQ SK HJ DQ DA","C8 D9",false,1,"H7:100, HJ:0, HA:100, D7:95, DK:100, DQ:0, S8:100, S7:0, SA:100, D8:95, DJ:98, DA:0",12997,Right
"C7 S7 S8 SJ H8 HQ HA DQ DK DA","CT CJ",false,1,"D7:100, D9:100, DQ:0",3593,Left
"C7 CT CK CA S7 H7 HJ D9 DT DJ","C9 ST",true,0,"S8:98, S7:5, SK:98, C8:100, CQ:95, CT:0, H9:98, H7:10, HA:98, SQ:95, SA:45, DJ:8, DQ:63, DT:15, DA:95, D7:85, DK:33, D9:43, HK:30, HJ:93, HQ:0, CJ:28, C7:65, HT:0, S9:0, CA:88, D8:0, SJ:0, CK:100, H8:0",35583,Right
