Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C9 CJ S7 S8 ST SK H7 HJ HA D9","S9 SJ",false,1,"C7:98, C8:100, C9:0",4199,Left
"C7 C8 C9 CJ CK S9 SA HK D7 D8","H9 HJ",false,1,"H7:100, H8:100, HK:0",4001,Left
"C7 CQ CK CA ST SQ H9 HK HA D8","C9 HJ",false,1,"S8:100, ST:0, SA:100, H7:100, DK:100, H9:0",5514,Right
"C7 CK CA ST SQ H9 HT D7 DK DA","HJ DT",false,1,"C7:0, CJ:100, CQ:100, H8:100, H9:0, H7:100",6088,Declarer
"C7 C8 C9 CQ CA S7 S9 H8 HA D7","ST D8",true,0,"D7:3, DA:100, DQ:98, CJ:93, CT:98, C9:0, DK:93, DJ:85, HA:100, CK:93, SK:80, CQ:95, H7:68, HJ:93, H8:100, S8:65, S7:100, SA:0, H9:0, SQ:98, CA:100, HT:0, SJ:0, S9:100, HQ:0, DT:0, C8:100, HK:0, D9:0, C7:100",30510,Declarer
"C8 CT CQ CA S7 S8 SJ SQ HT D7","C7 HK",true,0,"C9:100, CK:100, CQ:3, D8:95, D7:3, DA:98, H7:98, HQ:90, HT:20, S9:95, S8:33, SA:95, ST:100, SK:70, SQ:35, H9:75, CA:58, H8:68, DJ:45, CT:70, DQ:0, D9:0, DK:0, C8:100, HJ:0, SJ:100, CJ:0, HA:0, S7:100, DT:0",33805,Left
"C8 C9 CQ CA HT HQ D7 D8 DT DJ","CK DA",false,1,"H7:100, HA:100, HQ:13, C7:100, C8:18, CJ:100, DQ:98, DK:98, DJ:52, D9:95, D8:28, SA:93, H8:73, HT:50, H9:100",18094,Left
"CA S8 S9 SQ SK HT HJ HK D7 D8","ST H9",false,1,"S7:100, DA:100, S8:0",3792,Left
"C7 CJ CQ S9 SK H7 H9 HK DJ DQ","HQ D9",false,1,"D7:100, DK:98, DQ:0, C9:100, C7:0, CT:100, S8:98, SJ:98, S9:0, H8:90, H7:0, HT:98, C8:90, CA:93, CQ:0, S7:98, SK:0, ST:100",20960,Left
"C7 SJ SK H8 HT HQ HK DT DJ DK","S9 HJ",false,1,"C7:3, CA:100, CQ:100, D7:100, DA:100, DK:0, H7:100, HT:3, H9:100",8442,Declarer
"C9 CJ CQ S7 HQ HK HA D7 DQ DK","ST SK",false,1,"D9:100, DA:100, DK:0, C8:95, C9:0, C7:100",6603,Left
"C9 CK S8 S9 SK H7 HK HA DJ DA","C8 DK",false,1,"S7:100, S8:0, SJ:98, D7:100, D9:100, DJ:0",6593,Right
"CJ CQ S9 SJ SK HT HJ DQ DK DA","H7 D7",false,1,"C8:98, CJ:0, C7:100",4014,Right
"C7 C9 CA SJ H8 HT HK HA DJ DK","S9 D7",false,1,"C7:0, CQ:100, CK:98, D8:98, DJ:0, D9:100",6826,Declarer
"C9 SQ H8 H9 HJ HQ HA D8 DJ DQ","CJ CA",false,1,"H8:0, SA:98, HK:100, H7:100, H9:0, S7:100",5803,Declarer
"C8 CJ CA S7 S8 SJ HT HJ D8 DJ","HA DK",false,1,"S7:0, SQ:100, SA:100, H8:100, HT:0, H7:100",6270,Declarer
"C7 C9 CT CK S8 ST SJ SQ SA HQ","H8 DT",false,1,"D7:100, HQ:15, DJ:93, H9:73, H7:100, SA:0, CJ:13, C8:98, CT:28, D9:0, DA:83, SQ:28, S9:75, S8:45, SK:0, HT:0, HK:55, SJ:50, S7:73, ST:0, HJ:100",25128,Right
"C8 C9 CK S9 SK SA H9 HA D7 DA","C7 H8",false,1,"H7:98, H9:0, HK:100, S7:100, ST:85, S9:0, CJ:70, C9:0, CT:95, SQ:83, SK:0, S8:100",11789,Right
"CT S8 SK SA HT HJ HA D7 D8 DK","S7 H8",false,1,"D7:0, DA:100, DT:100, S9:98, SQ:100, S8:0, C7:100, CT:0, CK:100, H9:95, HQ:98, HJ:0, D9:90, D8:0, DQ:98, HK:93, H7:73, HT:0, C8:78, CA:55, DK:8, ST:63, SK:0, C9:100",20509,Declarer
"C7 CT CQ S9 SQ SK H7 D8 D9 DT","CJ D7",false,1,"H8:100, H7:0, HA:95, S7:100, ST:95, S9:0, C9:88, C7:0, CK:90, S8:98, CA:95, SQ:0",10284,Right
"C8 CK S9 ST SJ SK SA H8 HQ HA","CA D8",false,1,"D7:98, DA:98, HA:0, S7:100, S9:0, H7:100",4905,Left
"C8 C9 CA H9 HT HQ HK D7 D9 DT","S7 DJ",false,1,"H7:98, H8:100, H9:0",3186,Left
"C7 CA S8 S9 ST SA H7 HJ DT DA","CJ SK",false,1,"S7:98, S8:0, SQ:98, H8:95, HA:100, HJ:0, D7:100, DT:0, D9:100",8204,Right
"CQ CA ST SJ SQ SA H8 D7 DJ DK","S9 HT",false,1,"D8:100, D7:0, DT:100, H7:100, H9:95, H8:0, D9:98, DJ:0, S7:100",7717,Right
"CK ST SK SA H7 H8 HT D8 DT DJ","S8 SJ",false,1,"C7:100, CT:88, CK:0",3093,Left
"CT CK CA S8 H9 HT HJ HA DT DK","CQ SJ",false,1,"S7:100, SA:100, S8:0, C7:100, CT:0, C8:100",4292,Left
"C8 C9 CK S7 SJ SK H8 D9 DJ DK","HK DT",false,1,"S7:0, SA:98, S9:100, ST:100, S8:100, SJ:0",5301,Declarer
"C8 C9 CT CK SJ H8 H9 HK HA DT","DQ DK",false,1,"C8:0, CA:100, CQ:100, S7:100, SA:100, SJ:0, H7:100, H8:8, HQ:98, D7:93, D9:100, DT:0",9704,Declarer
"CJ S7 ST H8 HQ D7 D8 DT DJ DK","C7 DQ",false,1,"H7:100, HQ:5, HT:100",3105,Right
"C9 CQ CK CA SA H9 D9 DT DJ DA","D8 DQ",false,1,"C9:0, CT:100, CJ:100, C7:100, CQ:0, C8:100",4383,Declarer
"C7 C9 CT CJ CK S7 ST H8 H9 HK","HT DK",true,0,"C9:8, CA:88, SA:100, C8:52, SK:98, C7:23, HJ:43, H7:95, H9:60, CQ:20, DJ:93, CJ:58, HQ:35, DT:88, H8:0, DQ:15, D9:80, HK:98, SJ:0, S9:33, ST:100, SQ:0, S8:0, S7:100, DA:0, D8:0, CK:100, HA:0, D7:0, CT:100",38905,Declarer
"C9 CJ CA S7 S9 SA HT HQ D7 DQ","ST DJ",false,1,"H9:98, HT:0, H7:100",4091,Right
"C7 C8 CQ S7 SQ SK H8 HQ HA DK","CA DJ",false,1,"H7:100, HK:98, HQ:0, D8:100, DK:0, D7:100",5898,Left
"C9 CK CA S9 ST SJ H9 HT HQ D7","S7 H8",false,1,"H7:100, H9:0, HA:100, S8:98, SK:98, SJ:0, C8:95, C9:0, C7:100",8203,Right
"CA S8 H8 HT HK HA D7 D8 D9 DA","S7 S9",false,1,"H7:100, H9:100, H8:0, ST:95, S8:0, SA:98, C7:95, CJ:98, CA:0",6908,Left
"CA ST SJ SK HT HJ HK D9 DQ DA","DJ DK",false,1,"H7:98, HA:100, HK:0, D7:100, D9:0, DT:100, H8:98, CQ:100, HT:0",7985,Left
"C9 CK CA S8 ST D9 DT DJ DQ DA","SA DK",false,1,"S8:0, SQ:93, SK:100, D7:100, D9:0, D8:100",4511,Declarer
"CT CJ CA S7 ST SQ HT HJ HA DA","SJ DK",false,1,"C7:100, CT:0, CQ:100, S8:100, S9:100, S7:0, D7:100, DA:0, D9:100",6807,Right
"CQ CK S9 SJ H7 HJ HK DJ DQ DK","D7 D8",false,1,"H7:0, HT:98, HA:98, H9:100, HJ:0, H8:100",5778,Declarer
"C8 CK CA S9 H7 H8 H9 HT DK DA","CJ D8",false,1,"H7:0, SA:100, HA:100, D7:100, DK:0, D9:100",5299,Declarer
"C7 CQ S8 S9 SQ HJ HK HA DQ DA","H8 DT",false,1,"C7:0, CA:100, CJ:98, D7:100, DJ:100, DQ:0",4206,Declarer
"C8 CJ S8 SQ HT HQ HK HA D8 DJ","CQ H7",false,1,"S8:0, SA:98, SJ:100, DK:100, DA:98, DJ:0, C7:100, C8:0, CA:100, HJ:100, DQ:98, HT:0, H8:100, CK:93, HQ:0",11317,Declarer
"C7 C9 CT CK ST SJ SA H8 DT DA","S8 DJ",false,1,"D7:100, DT:0, D9:100",2285,Right
"C7 S8 S9 SA HT D7 D8 DT DJ DA","HA DK",true,0,"H9:100, HJ:100, HT:13, C9:100, C7:10, CA:98, D9:93, DQ:100, DJ:23, H7:98, SA:70, HK:75, SJ:63, ST:75, S9:73, C8:65, CJ:63, S8:100, S7:0, DA:100, CK:0, H8:0, DT:100, HQ:0, CT:0, SK:0, D8:100, CQ:0, SQ:0, D7:100",27888,Left
"CJ S7 S8 S9 SK HJ HQ D7 D9 DK","CA SQ",false,1,"D7:0, DT:98, DA:100, C7:100, CJ:0, C8:100",4731,Declarer
"CQ S8 SJ SA H8 H9 HT HJ D8 DQ","C7 SQ",false,1,"S8:0, S7:98, SK:100, H7:98, H8:0, HK:95, D7:98, DK:100, DQ:0, C9:98, CQ:0, C8:100",9993,Declarer
"C7 C8 CJ S9 ST H7 H8 HK HA D9","S7 S8",false,1,"C7:15, CA:100, CK:98, D8:93, DQ:98, D9:13, C9:98, C8:8, CQ:88, HT:80, H9:93, H8:3, SJ:93, SA:95, ST:5, D7:90, CJ:30, DK:60, HJ:68, SQ:83, H7:0, DJ:100, DT:15, HA:0, HQ:100, DA:55, HK:0",21892,Declarer
"C7 CQ S7 S8 SJ SQ HT HK D7 D8","HJ D9",true,0,"D7:3, DA:100, DK:100, H7:100, HQ:95, HT:5, S9:100, S8:3, SK:88, C8:93, CK:93, CQ:15, DT:88, D8:10, DJ:0, C9:0, DQ:93, C7:25, CT:0, H9:83, HK:100, CJ:0, ST:18, SQ:100, CA:0, SA:0, SJ:100, HA:0, H8:0, S7:100",21791,Declarer
"C7 CK S9 H9 HT HJ HA D7 DK DA","H8 D8",false,1,"S7:100, S8:98, S9:0",3003,Left
"C8 C9 CJ S7 S9 SA HJ HA D7 DA","C7 SJ",false,1,"H9:95, H8:100, HJ:0",3611,Left
"C8 CT CQ CK S7 ST SQ HT DT DJ","SA H8",false,1,"C7:100, C8:0, CJ:100, S8:100, S9:100, S7:3, H7:98, HT:3, HA:98, SJ:98, DA:98, ST:3, HQ:100, HJ:85, CK:13, SK:100, CA:78, SQ:5, C9:100, DQ:88, CT:0",16989,Right
"C7 C8 S8 S9 H8 HT HQ D7 DJ DQ","CT SA",false,1,"ST:98, S9:0, SK:100, S7:100, SQ:90, S8:3, D8:85, DJ:5, D9:100",9693,Right
"C7 C9 S7 S9 ST SK H8 HJ D8 DA","CK HA",false,1,"H9:95, H7:100, H8:0, SJ:95, S8:100, ST:0, DQ:95, DK:90, D8:0, C8:98, C7:0, CA:95, CT:98, HQ:90, C9:8, CJ:100, DJ:88, DA:93, HT:68, SA:100, HJ:0",16794,Left
"CA S7 SJ SQ HJ HA D8 DT DJ DK","H8 D7",false,1,"S7:0, SA:100, SK:100, HQ:93, HT:100, HJ:0, HK:88, H9:93, HA:0",7826,Declarer
"C7 C9 CJ CK S8 SA HT DT DQ DK","CQ H7",false,1,"C7:0, CA:100, C8:100, S7:95, SK:98, S8:0, S9:95, SA:0, SJ:100",8869,Declarer
"C8 SQ H7 H8 HJ D7 D9 DT DJ DK","C9 CJ",false,1,"C7:100, CQ:90, C8:10, H9:88, H8:0, HA:98, S7:98, SJ:80, SQ:0",11630,Left
"C8 S8 S9 H7 H8 HK HA DJ DQ DK","D8 DA",false,1,"S7:98, S8:0, SA:100, D9:100, DT:95, DJ:0",5397,Right
"C7 CK S8 SA H9 HT HK HA DJ DA","ST H7",false,1,"D7:100, DJ:0, DK:100, C8:100, CJ:100, C7:0, SJ:100, S8:0, S9:98, DT:98, DA:0, D9:100",12694,Right
"C8 CQ ST SJ SA HT HQ HK DT DK","S8 SQ",false,1,"H7:98, HT:0, HA:100, S9:98, DA:100, ST:0",10392,Right
"C8 CQ S9 SK H7 HK D7 D9 DT DQ","C7 HJ",false,1,"S7:100, SQ:93, S9:0, CT:90, C8:0, CK:100, D8:95, DA:93, DQ:0, H9:98, H7:0, HA:95, C9:90, CJ:73, CQ:0",19795,Left
"C7 C8 CJ CK S9 H9 HQ D7 DT DA","CT SQ",false,1,"H7:100, H9:0, HA:100, H8:100, HJ:95, HQ:0",8518,Right
"C8 ST SJ SQ SK HT HA D8 DJ DA","CJ CA",false,1,"C7:100, C8:0, CQ:98, D7:100, D9:100, D8:0, H7:100, HT:0, H8:100",8873,Right
"CT CQ S7 S8 HQ HA D8 D9 DJ DK","S9 SQ",false,1,"S7:0, SA:100, ST:100, H7:98, HK:98, HQ:0, C8:98, CT:0, C7:100",11897,Declarer
"CT CJ S7 S8 S9 SA HA D8 D9 DJ","SQ DK",false,1,"S7:0, SK:98, SJ:100, C7:100, CQ:98, CJ:0, ST:100, S9:0, CA:100, C8:90, CT:0, CK:88, H7:95, HJ:68, HA:0",18519,Declarer
"C7 CT CQ SA H8 HT HJ HK D8 DA","CA HQ",false,1,"C7:0, CK:100, CJ:100, H7:98, HA:100, HK:0, H9:98, H8:0, SK:93, S9:90, SA:0, S8:100",12001,Declarer
"C7 S7 ST SQ SK H8 H9 HJ HK DK","CK D8",false,1,"C8:100, CJ:100, C7:0, D7:100, DK:0, D9:100",7281,Left
"C9 CQ S7 S9 SA HJ D7 D8 DJ DQ","CT HQ",false,1,"CJ:98, CA:98, CQ:0, C7:100, C9:0, CK:95, SK:98, SQ:98, S9:5, H7:100, H8:98, HJ:0",13719,Left
"C7 CT CA SJ SQ H7 HJ HK HA DQ","HQ DT",false,1,"S7:100, SJ:0, S8:100",3285,Right
"C9 CA S8 S9 H7 HQ D7 D9 DT DJ","CJ DK",false,1,"C7:100, C9:0, C8:100",2690,Right
"CT CJ S7 S9 SQ H7 HJ HA D8 DJ","ST HQ",false,1,"C7:98, CK:100, CJ:0, D7:100, D8:0, DA:95, DK:100, DT:93, DJ:5, H8:98, SK:88, H7:0, C8:100, C9:95, CT:0",17027,Left
"C8 CJ S7 S8 S9 SA H7 H9 HT D8","SQ HK",true,0,"ST:100, SJ:100, S9:30, H8:100, H7:25, HQ:95, SK:95, HA:100, S8:28, D7:78, DT:100, D8:30, CT:98, C8:28, CA:75, C9:50, CQ:85, CJ:100, D9:73, SA:100, DK:0, DJ:0, DA:8, HT:100, C7:40, H9:100, CK:0, DQ:0, HJ:0, S7:100",38292,Left
"C9 S8 SJ SK SA H8 HT D7 D9 DT","CQ HQ",false,1,"H7:100, HA:95, HT:3, C7:98, C9:0, CA:98, D8:100, DA:90, DT:10, DJ:95, D9:13, HK:85, DQ:95, D7:10, CK:93, C8:88, SA:38, CJ:80, S7:75, DK:100, S8:0",27203,Left
"C7 CT CQ CA HT HQ HA D8 DK DA","ST SJ",false,1,"H7:100, HK:100, HQ:0, D7:100, D8:0, DJ:100, H8:100, HJ:98, HT:0, C8:100, C7:0, CK:98, C9:98, SA:100, CT:0",19882,Left
"C7 C8 CJ CQ CK S7 H7 HK DJ DA","D8 D9",false,1,"H7:0, HA:100, HQ:98, D7:100, DK:100, DJ:0, S8:100, S7:0, SJ:100, C9:98, CT:93, C8:0, H9:85, HK:0, H8:100",19921,Declarer
"C7 CT S7 S9 SQ H9 HJ HQ D9 DK","SK SA",false,1,"H7:100, H9:3, HA:98, D7:100, DQ:98, D9:0, H8:95, HJ:0, HK:100, S8:100, CA:98, S7:0, C8:100, C9:90, C7:0, DT:80, DK:0, DA:100, D8:100, DJ:40, HQ:100, CJ:63, CT:100, CK:100, ST:100, CQ:88, S9:0, SJ:100, HT:100, SQ:0",38178,Right
"C9 CJ CK SQ HQ HA D9 DT DK DA","C7 S7",false,1,"C9:0, CQ:93, C8:100, ST:95, SJ:98, SQ:0",11108,Declarer
"C7 CJ CK CA S8 SQ SA H9 HA DA","CT D8",false,1,"D7:95, DJ:100, DA:0",6981,Left
"S7 S8 ST SJ SK SA HQ HK HA DT","D7 DQ",false,1,"S7:0, DA:98, SQ:95, D9:98, DT:0, DJ:100, H7:100, HT:78, HQ:0",16010,Declarer
"C7 CT CA S7 S8 SJ SK H9 HJ DA","H8 HT",false,1,"S7:0, SA:98, SQ:100, C8:88, CK:100, CT:0, H7:100, H9:0, HA:90, ST:93, S9:100, S8:0, D8:88, D7:95, DA:0",19312,Declarer
"CT CJ CQ CA H7 HJ HQ HA DT DQ","SK D9",false,1,"H7:0, HK:98, H9:100, C7:100, CK:100, CQ:0, D7:100, DT:0, D8:100",10089,Declarer
"C9 CT CJ CQ S9 SQ SA HT HJ HK","CK S8",false,1,"C7:100, DA:100, C9:0",2516,Left
"C7 C9 CJ SJ SK HQ HK D7 DQ DA","H9 DT",false,1,"D8:100, D9:100, D7:0, H7:100, HQ:0, H8:100",5378,Left
"CJ CQ CK S9 H7 H9 HQ HA D7 DQ","D8 DJ",false,1,"D7:0, DA:100, DK:95, S7:95, SA:98, S9:0, H8:98, H7:0, HT:93, D9:93, DT:100, DQ:0",9199,Declarer
"CJ S8 ST SJ SA HT HQ HK D7 DK","S7 H8",false,1,"H7:100, HT:0, H9:100",2407,Right
"CJ CK H7 H9 HT HJ HA D9 DJ DK","C9 D7",false,1,"H7:0, HQ:100, HK:98, DA:98, DK:0, DQ:100, C8:98, CJ:0, C7:100",9598,Declarer
"C9 CJ CA S7 S8 H7 H9 HT D7 DK","ST DJ",false,1,"H7:0, HK:100, HA:100, DT:95, D7:0, DA:95, HJ:98, HQ:90, HT:0, C7:95, C9:0, D8:100",13997,Declarer
"C9 CT CQ CA ST SJ HQ HK HA DT","H8 HJ",false,1,"H7:100, H9:100, HQ:0",3915,Left
"C7 C9 CA SJ H7 H8 HQ D9 DK DA","CQ HK",false,1,"C7:0, CJ:100, CK:98, H9:93, H8:0, HA:98, D7:98, D8:100, D9:0",11073,Declarer
"C7 S8 SA H8 H9 D8 D9 DT DJ DK","CQ HJ",true,0,"H7:100, HA:98, H9:0, CT:98, C7:3, CA:98, D7:98, DQ:95, DJ:0, CJ:93, SA:88, C9:75, HQ:90, H8:93, C8:78, HT:100, DK:100, DA:0, SQ:90, S8:100, SK:0, S9:0, S7:88, DT:100, ST:0, CK:0, D9:100, SJ:0, HK:0, D8:100",34203,Left
"CA S7 ST SK H7 H8 HQ HA D8 DT","HT DA",false,1,"H7:0, HK:100, HJ:98, C8:100, CT:98, CA:0",7921,Declarer
"C7 CA ST SA HT HQ D9 DT DJ DK","CT SJ",false,1,"D7:100, DA:100, DK:0, H7:98, HT:0, HK:100, S7:100, S9:95, ST:0",11579,Left
"C8 C9 CA S7 ST SQ HK D8 DT DA","SK HQ",false,1,"S7:0, SJ:100, SA:98, H8:93, HK:0, H7:100",9297,Declarer
"C8 CT CJ CK S8 H9 HT HA D7 DK","SQ DJ",false,1,"S7:100, SK:100, S8:0, C7:100, C8:0, CA:100, H7:100, H8:95, H9:0",11913,Left
"C8 C9 CJ S7 S8 S9 SK H8 D8 DA","CK DQ",false,1,"S7:0, CA:100, SA:100, H7:100, H8:0, HA:93, DT:95, DK:100, D8:0, ST:100, S9:0, HK:95, SJ:100, S8:0, DJ:95, SQ:100, SK:0, H9:100",20215,Declarer
"C7 C9 CQ CK S7 SQ H7 HJ HQ HK","SJ DK",true,0,"C8:100, CJ:98, C9:5, D7:95, SQ:18, DJ:100, D8:100, DA:78, HK:13, S8:93, S7:25, SA:100, CA:98, CT:73, CK:50, SK:100, HA:43, HQ:90, H8:100, HT:0, H7:40, D9:0, HJ:100, ST:0, DT:0, CQ:100, H9:0, DQ:0, C7:100, S9:0",30566,Left
"CJ CK S7 S9 SJ SQ SA HT HQ D7","C9 CA",false,1,"C8:100, CJ:0, C7:100",3712,Right
"C8 CJ CQ CA SQ H8 HT HQ HK DQ","CT SK",false,1,"H8:0, HJ:100, HA:100, D7:98, DQ:0, DK:100, C7:100, DA:100, C8:0",10194,Declarer
"C8 CT CJ ST SJ SK SA H8 HT DT","SQ HQ",false,1,"D7:98, DA:100, DT:0, C7:100, C8:0, CK:98, S7:100, HA:100, ST:0",11993,Left
"C7 C8 C9 CQ CK CA S7 S8 D7 D9","DK DA",true,0,"CT:95, CJ:100, C9:100, H7:100, CA:100, HK:63, SQ:55, SJ:93, S8:100, SK:52, ST:83, S7:100, DJ:35, DT:68, D9:100, H8:35, HA:45, CK:100, S9:65, CQ:100, SA:18, DQ:20, D8:40, D7:100, HJ:0, HT:0, C8:100, HQ:0, H9:0, C7:100",43710,Left
"C9 CK CA SQ SK H7 H8 HK HA D9","ST D7",false,1,"H9:98, HQ:98, H8:0, C7:98, C9:0, CQ:95, S7:98, SA:100, SK:0, C8:98, CK:0, CJ:100",13497,Left
"CJ CK S8 S9 H8 H9 HJ D7 D9 DA","ST D8",false,1,"D7:0, SA:98, DK:100, S7:100, S8:3, SK:98, H7:95, HA:100, HJ:0, DT:100, D9:0, HK:93, DJ:100, DA:0, C8:100",17196,Declarer
"C7 CK S8 S9 H7 HJ HQ D7 D9 DA","SQ H8",false,1,"C9:90, C7:0, CQ:100, D8:100, DT:100, D9:0, HA:98, HQ:0, HK:100, ST:93, S9:3, SA:100, S7:100, SJ:68, S8:0, CT:83, CK:8, C8:100",22713,Right
"CQ CK CA ST SK HQ HA D9 DJ DK","C8 SA",false,1,"H7:100, HQ:0, H8:100",3678,Right
"C7 C8 CT S7 S8 S9 HT HQ D9 DJ","SK HJ",true,0,"H7:100, HT:0, HA:93, ST:100, SA:98, S9:5, DT:93, D9:3, DQ:88, HK:93, H9:70, HQ:30, D7:88, DA:58, DJ:100, CJ:68, CT:100, CA:73, SJ:68, CK:78, S8:100, SQ:40, CQ:50, S7:100, D8:25, DK:0, C8:100, H8:20, C7:100, C9:0",31807,Right
"C9 CT CA ST SJ SQ HQ HA DQ DK","SK HJ",false,1,"H8:100, HQ:0, H7:100",2816,Right
"C8 CQ CA S7 S9 SQ SK H9 D8 DQ","CK SA",false,1,"S7:0, ST:98, SJ:100, D7:100, D8:0, DA:100, H7:100, HA:100, H9:0, C7:100, C8:0, CJ:95, CT:90, C9:100, CQ:0",15975,Declarer
"CK ST H8 H9 HT HJ HK D7 D8 D9","DK DA",false,1,"D7:0, DQ:100, DT:98, S7:100, S9:93, ST:0",7303,Declarer
"C9 CA S9 SK H7 HJ HK D8 D9 DT","CK HA",false,1,"H8:95, H7:0, HT:100, C7:100, CJ:100, C9:0, DJ:100, DT:0, DK:100, D7:100, DA:90, D9:0, CT:98, CA:0, C8:100",18019,Right
"C7 C8 CT CJ CQ CA SQ H7 H9 D8","C9 SK",false,1,"S8:100, SQ:0, S7:100",4986,Right
