Hand,Skat,Won,Points,Moves,DurationMs,StartPlayer
"C8 CQ S9 SJ H8 H9 HA D7 DT DK","SK HK",false,1,"C7:100, CK:100, CQ:0, S7:100, S9:3, SQ:98, ST:98, S8:93, SJ:0",10029,Left
"C9 S8 S9 SA HQ HA D8 DJ DK DA","S7 H7",false,1,"S8:0, CK:100, SK:100, H8:100, HQ:0, HK:100, C7:100, CA:93, C9:0, ST:100, S9:0, CQ:98, SJ:100, SA:0, D7:100",17396,Declarer
"CJ ST SJ SQ H7 D7 D8 D9 DQ DA","C9 S7",false,1,"DJ:100, DK:100, DQ:0, S8:95, ST:0, SA:98, C7:100, C8:88, CJ:0",12176,Left
"C7 C9 CJ CK S7 ST SK H8 D8 DJ","H7 HA",true,0,"D7:100, DQ:100, DJ:40, C8:98, C7:35, CA:90, S8:95, SA:98, SK:93, H9:93, H8:100, HK:88, D9:65, DT:85, D8:100, CQ:78, CJ:100, DA:60, CT:43, C9:100, DK:52, HT:48, CK:100, SQ:0, HJ:0, ST:100, SJ:0, HQ:0, S7:100, S9:0",39108,Left
"CJ CQ CK S8 S9 ST H9 HQ D7 DJ","C9 DT",false,1,"C7:100, C8:100, CJ:0",4401,Left
"C9 CQ CK ST SJ SQ SK SA D8 DK","S9 H9",false,1,"C7:100, C9:0, CJ:100, CT:100, CA:100, CK:0, S7:98, ST:0, S8:100",9688,Right
"C7 C8 CQ CK S8 ST SQ H8 HJ D8","H9 DJ",false,1,"C9:100, C8:5, CJ:100, H7:95, HK:95, HJ:23, DQ:98, D8:18, DT:98, S7:93, ST:50, S9:100",15106,Right
"C7 C8 C9 ST SQ SA HQ HK D9 DJ","CQ D7",false,1,"S8:100, SJ:100, ST:0, S7:100, SQ:0, S9:100",5601,Left
"C7 C8 CT S7 S8 ST H8 HT DT DA","SJ DQ",false,1,"C9:98, CA:100, CT:0, D7:100, DT:0, D9:100",8092,Left
"C7 C9 CJ CA S8 SQ H8 H9 HJ DA","SA DJ",false,1,"C7:0, DK:100, CK:100, H7:100, H8:0, HK:100, S9:98, SK:100, SQ:0, S7:100, S8:0, SJ:98, HQ:95, HA:100, HJ:0, C8:100, C9:0, D7:100",19929,Declarer
"C9 CJ CK SJ H7 HK HA D7 D8 DT","S7 HJ",false,1,"D7:0, DK:98, DA:100, C7:95, C9:0, CT:100, S8:93, SA:93, SJ:0, HT:93, H7:0, HQ:100, H9:85, H8:98, HK:0",18981,Declarer
"C8 CQ CK ST SJ H7 H9 HQ D9 DA","H8 DJ",false,1,"H7:0, HA:98, HT:98, D7:100, DK:100, D9:0, DQ:100, DA:0, D8:100",9315,Declarer
"C7 CK S8 SK SA H9 HT D8 DT DK","HA D7",false,1,"S7:100, SJ:98, S8:0, C8:100, C7:0, CA:95, H7:100, HK:93, HT:0, D9:88, D8:0, DQ:93, S9:88, DA:98, SK:0",14378,Left
"C7 CA S9 ST SQ H7 H8 HT HJ DJ","CK DT",false,1,"D7:98, DJ:0, DK:100, C8:100, CJ:95, C7:0, H9:100, H8:3, HA:98, C9:95, CT:100, CA:0",11496,Right
"C8 CT CA SJ SQ SA HK D7 DJ DQ","S9 H9",false,1,"D7:0, D9:100, DA:100, S7:100, SJ:0, ST:100",5712,Declarer
"C8 CQ CK S7 S8 ST SK HT HJ D9","SA DK",false,1,"S7:0, SJ:98, SQ:100, H8:100, HT:0, HA:100, C9:100, CT:100, C8:3, C7:98, CQ:0, CJ:100",13111,Declarer
"C7 CQ CK S8 S9 SA H7 D9 DQ DK","C8 HT",false,1,"D7:100, D9:0, DJ:100, D8:100, DA:93, DK:0, S7:100, S8:0, H8:100",12484,Right
"C7 CQ S7 S8 S9 ST HQ D7 D9 DA","CA SQ",false,1,"S7:0, SA:95, SK:100, D8:95, DK:93, D9:0, H7:100, HQ:0, H8:100",13393,Declarer
"CT CJ CQ S8 S9 SJ SQ SA HJ DQ","SK DK",false,1,"H7:98, HA:100, HJ:0, C7:98, CT:0, CA:98, S7:95, DA:100, S8:0",11693,Left
"CQ CA SK SA H8 HT HQ D8 DK DA","H7 H9",false,1,"C7:100, C9:100, CQ:0",4319,Left
"CK S8 ST SJ SQ SK H8 HT HJ D7","HQ D8",false,1,"D7:0, DA:98, DK:100, C8:100, CA:100, CK:5, C7:98, HJ:10, CQ:93, D9:93, DT:98, HT:25, SA:100, SK:33, DQ:93, S7:100, S8:0, H7:100",26177,Declarer
"C7 CT CJ S7 ST SQ H7 H9 HT HQ","D8 DJ",false,1,"C8:100, CA:98, CJ:43, D9:100, SQ:70, DK:100, C9:100, CK:52, CT:73, HJ:65, HT:73, HA:100, HK:98, SK:43, HQ:95, H8:90, SJ:43, H7:90, S8:75, DA:23, S7:0, S9:100, CQ:100, ST:0",43515,Left
"CQ CK CA S7 SJ H8 HA DT DJ DQ","H9 D7",false,1,"S7:0, SA:98, SK:100, C8:100, CT:100, CQ:0",7310,Declarer
"C8 CT S8 ST SJ H9 HK D7 DJ DK","SQ DA",false,1,"C7:100, C8:0, CA:98, H7:100, H8:98, H9:0",7800,Right
"C7 C8 S8 SK H9 HT HJ HK D7 D8","CT SJ",false,1,"H9:5, HA:95, HQ:100, DT:100, DQ:98, D8:0, S9:100, S8:0, SA:90, CK:85, CA:93, C8:0, S7:95, SK:0, SQ:100",19099,Declarer
"C8 C9 S8 ST SQ H7 HT D7 DT DK","CJ HK",false,1,"D8:100, DQ:100, DT:8, C7:100, C8:5, CA:98, CT:98, CQ:100, C9:10, S7:100, S8:15, SA:90, S9:88, HA:100, ST:0",22173,Left
"C9 CQ CK S9 ST SK SA HJ HQ HA","H7 DT",false,1,"C9:0, CT:98, CA:100, S7:98, S9:0, SQ:95, D7:100, D8:95, SA:0, HT:93, HJ:0, H8:100",13601,Declarer
"C7 C8 S8 S9 ST SK H7 D8 DT DQ","CQ CA",true,0,"S7:100, S8:23, SQ:100, D7:98, DJ:95, DT:100, CT:88, C8:100, CK:95, H8:100, HQ:83, H7:100, SJ:78, ST:100, HK:93, D9:73, D8:100, DK:73, C9:68, SA:70, C7:100, CJ:100, HA:35, SK:100, H9:55, HJ:0, DQ:100, DA:0, S9:100, HT:0",36515,Right
"C7 C9 S9 SJ SQ SK SA H7 HK D8","HQ HA",false,1,"S7:100, S9:0, ST:98, C8:100, CA:100, C9:0, D7:100, D8:0, DK:90, HJ:100, HT:95, H7:8, CT:85, CK:90, C7:8, H8:95, HK:0, D9:100",19105,Right
"CQ CK S9 ST SJ H8 HQ HA DQ DA","S7 DT",false,1,"C7:100, CQ:0, C8:100",3898,Right
"C7 C9 CJ CQ SQ D7 D9 DT DQ DK","H7 H9",false,1,"D8:98, CA:100, D7:8, ST:88, S9:100, SQ:0",9287,Left
"C9 CA S7 S8 S9 SJ SA H7 H8 HJ","SQ DK",true,0,"HJ:3, HA:95, HK:100, D8:95, DA:100, CA:48, C7:95, C9:45, CK:38, CT:45, C8:93, SA:100, D9:18, DQ:0, SJ:100, H9:45, H8:100, HQ:13, DJ:13, DT:0, S9:100, CJ:0, ST:0, S8:100, CQ:0, HT:0, S7:100, SK:0, D7:0, H7:100",34291,Declarer
"C7 C8 C9 CJ S7 ST SQ SK HA DT","H9 HQ",false,1,"HJ:98, HT:98, HA:0",2709,Left
"C7 CQ CK S7 SJ SQ H9 HQ D8 DQ","SA DJ",false,1,"S8:100, SK:100, SQ:0, H7:100, H9:0, H8:100",5994,Left
"C8 C9 CT SK H8 H9 HT D7 DQ DA","SJ D8",false,1,"D7:0, DJ:100, DK:100, D9:100, DQ:0, DT:100",6408,Declarer
"C8 S7 ST SQ SA HJ HQ HK D9 DK","C7 S8",false,1,"H7:98, HT:98, HJ:0",2891,Left
"C7 C8 S7 SJ SA HT HJ HQ HK DA","HA D8",false,1,"H7:100, CA:100, HT:0",2896,Left
"C9 S8 S9 SQ SK HJ HQ D7 D8 DK","CJ H8",false,1,"C7:100, C9:0, CA:100, S7:100, SJ:98, S9:0, DT:98, D8:8, DQ:100, C8:98, CT:85, DK:3, H9:83, HJ:8, H7:100",15216,Right
"CT S7 ST SQ HK HA D7 D8 DQ DK","C9 DA",false,1,"C7:100, CT:0, CA:100, SJ:95, S9:100, ST:0, DJ:95, DT:90, D8:0, H7:90, HQ:93, HK:0",11382,Right
"CJ CQ CA SJ SQ H7 H9 HK D8 DT","C7 HA",false,1,"S7:95, SJ:0, S9:100",4120,Right
"C7 C8 C9 S7 ST SJ SQ HK D9 DA","H7 DQ",false,1,"S8:100, SK:100, SQ:0, D7:100, D9:0, DK:98, S9:90, CK:98, S7:0, SA:80, HJ:93, SJ:0, HQ:68, HT:88, HK:0",17577,Left
"C8 C9 CK CA H9 HK D7 D8 D9 DT","CJ HJ",true,0,"H8:100, H9:0, HA:100, S7:100, S9:98, HK:23, DK:78, DT:15, DQ:88, CT:60, C9:33, C7:75, DA:58, D9:63, DJ:73, CQ:50, C8:70, SA:68, HT:35, CA:48, HQ:0, H7:0, SK:0, CK:100, ST:0, SJ:0, D8:100, S8:0, D7:100, SQ:0",37513,Right
"CT CJ S7 S8 S9 H7 H8 H9 HK DK","CK SQ",false,1,"D9:95, DK:0, D7:100",5596,Right
"C8 S7 S8 S9 SA H7 H9 HA D8 DQ","D9 DJ",true,0,"H8:100, H7:3, HQ:98, HT:100, HK:98, H9:3, D7:100, D8:3, DA:100, C7:98, CK:93, C8:0, C9:95, DQ:28, CA:50, DT:55, CQ:70, HA:100, SJ:40, SK:0, S9:100, ST:0, S8:100, SQ:0, CT:0, CJ:0, SA:100, HJ:0, S7:100, DK:0",34108,Right
"C9 S7 S8 S9 SJ H9 HK D8 D9 DA","SK SA",false,1,"D7:100, DQ:98, D9:0, H7:100, H9:0, H8:100",9103,Left
"C7 CK S7 SJ SQ HT HJ DJ DK DA","SK DQ",false,1,"H7:100, HK:100, HJ:0, D7:100, DJ:0, D8:100",6378,Left
"C8 CK S8 S9 SJ HJ HK D8 DJ DK","C7 HQ",false,1,"DQ:95, DJ:0, DT:98, H8:95, HJ:0, H7:100",7905,Right
"C8 C9 CA SJ SQ SA H9 HA DJ DK","C7 HK",false,1,"D7:100, DJ:0, D8:100",3402,Right
"CQ S9 SK H8 HQ HK D8 D9 DT DA","C9 DK",false,1,"H7:100, H8:0, HA:100, S7:100, ST:100, S9:0, C7:98, CQ:0, CA:93, H9:95, HT:100, HQ:0",13395,Right
"C7 C8 C9 CK S8 SQ H8 H9 DJ DA","SK HT",false,1,"H7:100, HK:90, H9:0, D9:90, DJ:0, D7:100",8113,Left
"C9 CJ CK S7 SK HJ HK HA D8 DQ","HQ D7",false,1,"S7:0, SQ:100, SA:100, C7:100, C9:0, CA:100, D9:100, DK:93, DQ:0, H7:93, HJ:0, C8:100",10682,Declarer
"C8 C9 CA S7 S8 ST SQ H7 HA D7","HT HK",false,1,"H8:100, HQ:98, H7:0, H9:100, HA:0, HJ:100",8519,Left
"C9 CQ CK S9 H7 HT HJ HQ DJ DK","C8 D8",false,1,"H7:0, H8:100, HA:100, S7:100, S9:0, SA:98, D9:100, D7:100, DJ:0",10401,Declarer
"C8 CQ CK S9 HJ HK D7 D9 DJ DA","S8 H7",false,1,"HT:100, H9:100, HJ:0",7073,Left
"C9 CK S9 ST SJ SQ HJ HA DQ DA","D7 DJ",false,1,"H7:100, HJ:0, H9:100",4019,Right
"C7 CQ CK S7 SQ SK HQ D7 DT DA","S8 H8",false,1,"D7:0, DK:100, DQ:88, C8:100, CJ:90, C7:0, D9:88, DT:0, D8:100",14195,Declarer
"C8 CJ S9 SQ SK H8 HJ D7 D9 DT","C9 DA",false,1,"C7:98, C8:0, CA:100, S7:95, SJ:98, S9:0, D8:100, D7:3, DK:100, CT:100, CK:95, CJ:5, ST:95, SQ:10, S8:100",16786,Right
"C7 C8 S7 S9 SA HJ HQ HA DT DA","CA SQ",false,1,"D7:100, DK:98, DT:0, H8:95, HJ:0, H7:100",6509,Left
"S7 ST SJ H9 HT HA D8 D9 DJ DA","CT SQ",false,1,"S7:0, SA:100, SK:100, D7:100, DK:98, DJ:0, H7:98, H9:0, C7:100",9009,Declarer
"CK CA ST H8 HT HJ HK HA D8 DJ","SQ DK",false,1,"D8:0, DA:100, D7:100, C9:98, C8:100, CK:0",6080,Declarer
"C9 CT CJ CA S9 SJ SQ SK HA DK","H7 HT",false,1,"D9:100, DQ:100, DK:0",4323,Left
"CT CK S9 ST H7 HJ HQ D9 DJ DA","SK DT",false,1,"H7:0, HT:100, HA:100, D7:98, D9:0, DK:100, S7:100, SJ:100, ST:0, C8:95, CT:0, CQ:100, SA:95, CA:90, S9:0, S8:100, HK:95, CK:15, H9:80, H8:88, HJ:0",23894,Declarer
"C9 SQ SA H7 H8 HQ HK D7 D9 DT","CT DQ",true,0,"C7:98, CA:100, C9:0, S7:100, SQ:0, SK:90, HT:95, HA:100, HK:0, H9:90, H8:0, HJ:95, D8:88, DK:88, DT:0, C8:83, SA:100, CK:33, DJ:35, SJ:8, D9:100, CJ:0, ST:0, HQ:100, CQ:0, S9:0, D7:100, DA:0, S8:0, H7:100",34789,Left
