Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb
[CJ HJ CQ C7 HA HK H9 H7 DQ D9],CH,4,1,0,0,0,0,[S8 DT],10,0.0000
[CA C8 SA ST SK S9 HT HQ H9 DT],-,2,1,3,1,1,0,[DJ DQ],5,0.0000
[HJ CK CQ SA ST HT HQ H7 DT D7],H,3,1,3,1,0,0,[SJ HK],6,0.0000
[HJ DJ CA C7 SK S7 HK H7 DQ D9],HD,4,0,0,0,0,0,[CJ DT],12,0.0000
[DJ CT C8 C7 SQ S7 HK H9 H7 D7],D,4,0,0,0,0,0,[ST DK],14,0.0000
[CT SA S8 S7 HK HQ H8 DT DK D7],-,1,1,1,0,1,0,[C9 D9],0,0.0000
[HJ CQ C8 S9 S8 HA HT H7 D8 D7],H,3,1,1,1,0,0,[ST H8],10,0.0000
[DJ CA ST SK S8 S7 H8 H7 D9 D8],D,2,0,1,0,1,0,[CJ D7],2,0.0000
[DJ CA C9 SQ HT HQ H7 DT D8 D7],D,3,0,2,0,0,0,[CT HK],14,0.0000
[CJ CK S7 HA HT H9 H8 D9 D8 D7],C,2,1,1,1,0,0,[CQ DT],13,0.0000
[CK CQ C7 SA S7 HA H9 H8 H7 DK],-,3,2,0,0,0,0,[CT HQ],13,0.0000
[SJ DJ CA CT SK S8 HT DT DQ D8],SD,4,0,2,0,0,0,[S7 H7],0,0.0000
[CJ SJ HJ DJ CA C8 SK S9 HT DT],CSHD,6,0,2,0,0,0,[H7 DQ],3,0.1800
[CJ DJ CA CK C7 SK HQ H9 DK DQ],CD,5,0,0,0,0,0,[SJ S7],2,0.0000
[CT C7 ST S9 HA HK H9 DK D9 D8],-,2,1,1,0,0,0,[S8 DA],11,0.0000
[HJ DJ CQ C9 C8 SK HK H8 D9 D8],HD,5,0,0,0,0,0,[CK HA],15,0.0200
[CJ CK S9 S7 HA HT H9 H8 D9 D8],C,2,1,1,1,0,0,[SQ H7],3,0.0000
[CJ CA C7 HT H9 DT DQ D9 D8 D7],C,3,0,2,0,0,0,[C9 C8],0,0.0000
[SJ DJ CT CQ C9 C8 SA S8 HQ H9],SD,6,1,0,0,0,0,[HJ HA],13,0.9000
[CA C9 C8 SQ S9 HQ H8 H7 DK D8],-,3,0,0,0,0,0,[C7 S8],0,0.0000
[CA CQ C9 SK SQ S8 DT DQ D9 D8],-,3,0,1,0,0,0,[C7 D7],0,0.0000
[CJ SJ CT C8 SA SK S8 HT H8 D7],CS,4,1,1,0,0,0,[C9 H9],0,0.1600
[CJ SJ CT CQ C7 ST S7 HK H8 DQ],CS,5,0,1,0,0,0,[SQ S8],3,0.0800
[CJ DJ CT C9 C7 SK HA HT H8 DT],CD,5,1,2,1,0,0,[SQ D7],3,0.2700
[SJ CK C9 C7 SA S8 S7 HK HQ H7],S,4,1,0,0,0,0,[HJ SQ],5,0.0000
[CJ SJ SA ST SK S8 HK H7 DT DQ],CS,2,1,2,1,1,0,[CQ DA],14,0.0000
[SJ DJ CA CK SK S7 HT DA DQ D9],SD,4,1,1,0,0,0,[HA D7],11,0.1900
[CJ HJ CA CK S9 S7 HA H8 H7 DQ],CH,4,1,0,0,0,0,[SA HQ],14,0.1500
[CJ CA C9 C8 SK HK DT DK D9 D8],C,4,0,1,0,1,0,[CT H9],10,0.0000
[CJ CT CK SA ST SQ S8 HK H8 D9],C,3,1,1,1,0,0,[SJ C8],2,0.7900
[CJ HJ C9 ST S8 HA HK DA DK DQ],CH,3,2,1,0,0,0,[HT D8],10,0.0400
[C9 SA S7 HQ H8 DA DT DK DQ D7],-,1,2,1,1,1,0,[HT H9],10,0.0000
[SJ CK CQ C9 C7 SQ S8 HT HK H9],S,5,0,1,0,1,0,[DA D9],11,0.0000
[SJ HJ CT SQ HA HT HK HQ DT DK],SH,3,1,2,1,0,0,[H9 D7],0,0.0000
[CJ HJ CT C7 S8 H7 DA DQ D9 D7],CH,4,1,0,0,0,0,[HK HQ],7,0.0000
[CJ CT CQ SA SK SQ HA H8 DK D8],C,3,2,0,0,0,0,[C8 DT],10,0.0300
[DJ CT C7 SQ S9 HA H8 DT DK D7],D,3,1,1,0,1,0,[C9 D8],0,0.0000
[HJ CK C8 S8 HA HQ H8 DT DQ D8],H,3,1,1,0,0,0,[SA HT],21,0.0000
[HJ CT CQ C9 S8 H9 DA DT DK D7],H,4,1,1,1,1,0,[DJ D8],2,0.0000
[SA SQ S9 S8 HA HT HK D9 D8 D7],-,0,2,1,1,0,0,[CK DQ],7,0.0000
[CJ C7 S8 S7 HT HQ DA DK D8 D7],C,2,1,1,0,0,0,[SA H9],11,0.0000
[SJ HJ CK C9 SQ S9 HA HK H9 DQ],SH,4,1,0,0,0,0,[SK HT],14,0.0000
[CJ DJ CK CQ C9 ST SK DK D8 D7],CD,5,0,1,0,0,0,[C8 S7],0,0.0900
[CJ DJ C9 SQ S8 S7 HA HT H8 H7],CD,3,1,1,1,0,0,[SJ D7],2,0.0000
[CK CQ C9 C8 C7 S7 HA HQ H9 H8],-,5,1,0,0,0,0,[HJ DA],13,0.6200
[HJ DJ C7 SA S9 S7 HK HQ H9 D8],HD,3,1,0,0,0,0,[SJ DQ],5,0.0000
[CA CT CK SA S9 HA HT HK H7 DQ],-,3,2,1,1,1,0,[DJ H8],2,0.0000
[CA CQ C9 C8 SA SK HQ H8 DA D9],-,4,2,0,0,0,0,[DK D7],4,0.0000
[DJ CK C8 C7 ST S9 DT DQ D9 D8],D,4,0,2,0,0,0,[HJ DA],13,0.0000
[SJ HJ CK SK S8 S7 HK DA DQ D7],SH,3,1,0,0,0,0,[C7 SA],11,0.0200
[CJ DJ CQ ST S9 HQ DT DQ D9 D8],CD,3,0,2,0,0,0,[C9 C7],0,0.0000
[CQ C8 C7 ST S9 S8 S7 DA D8 D7],-,3,1,1,0,0,0,[H8 H7],0,0.0000
[SJ CA SA SK S9 S8 S7 HQ D9 D7],S,2,1,0,0,0,0,[CT C9],10,0.0000
[DJ CQ SK S8 S7 HQ H8 DA DQ D9],D,2,1,0,0,0,0,[CK C9],4,0.0000
[CQ C9 SA SK S8 HT HQ H8 DA D9],-,2,2,1,0,0,0,[SJ D7],2,0.0000
[HJ DJ CA S9 S7 HA HT HQ H7 D8],HD,3,1,1,1,0,0,[SJ DT],12,0.0000
[CJ CQ C8 ST S8 S7 HA H9 H8 H7],C,3,1,1,0,0,0,[CT S9],10,0.0000
[CA CT CK C7 SA S8 H9 H7 DT DK],-,4,1,1,0,0,0,[S9 HQ],3,0.0000
[CJ CT CQ C7 ST S9 HK HQ H7 DK],C,4,0,1,0,0,0,[CK H9],4,0.0000
[HJ DJ CK C9 SK HA HT HK D9 D7],HD,4,1,1,1,0,0,[SA H9],11,0.0000
[ST SK SQ S7 HA HK HQ DQ D8 D7],-,0,1,1,0,1,0,[CK C8],4,0.0000
[SJ DJ CT CQ C9 C8 SK H9 H8 DQ],SD,6,0,0,0,0,0,[SA DK],15,0.0100
[CT C7 SA SQ S8 HT HK DA DT D8],-,2,2,2,1,0,0,[CK HQ],7,0.0000
[SJ HJ CA C8 S7 HQ DA DK DQ D8],SH,4,1,0,0,0,0,[DJ CT],12,0.8900
[DJ CA ST SQ HT HK H7 DT DK D8],D,2,0,3,0,2,0,[SK S9],4,0.0000
[CJ CK C9 HA HT H9 H8 H7 DQ D9],C,3,1,1,1,0,0,[CA DK],15,0.0000
[HJ C8 S9 S8 HQ H7 DA DK D9 D7],H,2,1,0,0,0,0,[SQ H8],3,0.0000
[CJ CA C8 S8 HT H9 H8 H7 DK D9],C,3,0,1,0,0,0,[CK D8],4,0.0000
[CJ C9 SA ST HK HQ DT DK D8 D7],C,2,1,2,1,1,0,[DJ HT],12,0.0000
[CT CQ C8 C7 SQ S8 S7 DT DQ D7],-,4,0,1,0,0,0,[CK HK],8,0.0000
[HJ CA ST SK S8 S7 HQ H9 D8 D7],H,2,0,1,0,1,0,[CK H8],4,0.0000
[DJ CA CQ C9 C7 ST S9 S7 HK H7],D,5,0,1,0,0,0,[CJ CT],12,0.5600
[SJ C8 C7 SA ST SK S8 HQ DT D9],S,3,1,2,1,1,0,[C9 DK],4,0.0000
[CJ SJ C8 C7 SK HQ DA DK DQ D9],CS,4,1,0,0,0,0,[CQ H8],3,0.4000
[CJ C8 S8 S7 HK DA DT DQ D9 D7],C,2,1,1,1,0,0,[CA H8],11,0.0000
[CJ HJ C9 C8 SA ST SQ S8 HT D9],CH,4,1,2,1,0,0,[SJ DK],6,0.7500
[CJ SJ DJ CQ S8 HA H8 DK DQ D9],CSD,4,1,0,0,0,0,[HJ HQ],5,0.8100
[DJ C9 SA SK S9 S8 HT HQ D9 D7],D,2,1,1,0,0,0,[C8 DA],11,0.0000
[SJ CA C7 S9 S7 HA HQ DA DK D8],S,3,2,0,0,0,0,[SK SQ],7,0.0000
[CA CT CK CQ C8 C7 ST HA DA DQ],-,6,2,1,0,0,0,[HJ D8],2,0.9800
[HJ DJ CT CK C8 C7 HT HQ H8 DA],HD,6,1,1,0,0,0,[CJ SK],6,0.8700
[CJ HJ DJ CT C9 S7 HK H8 H7 DQ],CHD,5,0,0,0,0,0,[SA HA],22,0.8900
[DJ CT CQ C7 SA SQ HT H7 DA DQ],D,4,2,1,0,0,0,[SJ C8],2,0.4800
[SJ HJ DJ CT S9 H9 H8 DA DK D9],SHD,4,1,0,0,0,0,[CJ HA],13,0.9900
[CJ CA CT C8 C7 SK S9 HK DT D8],C,5,0,1,0,0,0,[DJ SQ],5,0.0000
[DJ CT C9 SA SK SQ S9 H8 DT DK],D,3,1,1,0,0,0,[S8 HQ],3,0.0000
[SJ CA CK C9 SA H9 DA DT DK DQ],S,4,2,1,1,0,0,[DJ H7],2,0.9600
[HJ DJ SQ S9 S8 S7 HK H7 DQ D7],HD,2,0,0,0,0,0,[SA HT],21,0.0000
[CA C8 SA ST HA HT HK HQ H9 DK],-,2,2,2,2,1,0,[S8 D9],0,0.0000
[CJ SJ CA C8 C7 SA HQ H9 DK D7],CS,5,1,0,0,0,0,[CK H7],4,0.7300
[SJ DJ CK C9 C7 S7 HT H9 H8 D7],SD,5,0,1,0,0,0,[HK H7],4,0.0000
[DJ CQ C9 SK HA HK HQ H8 H7 DT],D,3,1,1,0,0,0,[CT ST],20,0.0000
[DJ ST SQ S9 S8 DT DK DQ D9 D8],D,1,0,2,0,1,0,[CJ H7],2,0.0000
[CA CQ C7 SA S8 S7 H9 DA DT DK],-,3,2,1,1,0,0,[D8 D7],0,0.0000
[CJ DJ C7 S9 S8 S7 DA DT DK DQ],CD,3,1,1,1,0,0,[HA HQ],14,0.0000
[CJ SJ CA C7 S9 S7 H8 DA DT DK],CS,4,1,1,1,0,0,[SK HA],15,0.4700
[HJ CT CQ C9 ST S9 S8 HQ DT D7],H,4,0,2,0,0,0,[CA H7],11,0.0000
[CJ CQ SK S9 HK HQ DT DQ D9 D8],C,2,0,1,0,0,0,[CT C8],10,0.0000
[CJ HJ DJ CQ SA ST SQ S8 H9 D9],CHD,4,1,1,1,0,0,[C8 H8],0,0.7000
[HJ DJ CT C7 ST SQ S9 S8 S7 D9],HD,4,0,1,0,0,0,[CK HQ],7,0.0000
[DJ CA CK C8 SQ S9 H9 H8 D9 D8],D,4,0,0,0,0,0,[CQ S7],3,0.0000
[SJ HJ CT C8 C7 S9 HK H9 H7 DK],SH,5,0,0,0,0,0,[DJ SK],6,0.0300
[CJ SJ C9 S7 H9 DA DT DK DQ D9],CS,3,1,1,1,1,0,[CQ HA],14,0.3400
[DJ CA CT CK C9 S9 H7 DT D9 D8],D,5,0,1,0,0,0,[SQ DA],14,0.0000
